route_cd,route_name,internal_route_cd,ETM route_name,ETM Stage Codes
MRG36,MARGAO-POPAIDANDO,MRG36,36,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-PANNA-KARSHIMOL-PARVE-SALERI-KAJUMOL-VAGON-MATVE-SOLIEM-POPAIDANDO
MRG360,MARGAO-SDXL-POIGINI,MRG360,360,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-SHRISTHAL-MOKHARD-BHATPAL-ARDOFOND-GODKUMAL-SADOLXEM-MUTAL-TALPAN-GALGIBAG-KATEBAG-MHALWADA-POIGUINIM
MRG362,MARGAO-UGUEM,MRG362,362,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SHIVAJI CWK-CACORA-CURCH GPC-SNG COURT-SNG DANDO-MASJID/BEND-SANGUEM-PAJIMOL-UGUEM
MRG363,MARGAO-SANGUEM,MRG363,363,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SHIVAJI CWK-CACORA-CURCH GPC-SNG COURT-SNG DANDO-MASJID/BEND-SANGUEM
MRG364,MARGAO-KHOTIGAO,MRG364,364,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-SHRISTHAL-MOKHARD-BHATPAL-BHATPL GATE-NEW WADA-KARVE-GAODONGARI-ZILTOWADA-SATOLEM-MANE-KHOTIGAO
MRG365,MARGAO-PARTGAL-KUSKEM,MRG365,365,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-SHRISTHAL-MOKHARD-BHATPAL-ARDOFOND-PARTGAL-WILD LIFE C-SHISHEVAL-C.AMONA-DABEL-MANE-AVAM-YEDA-KUSKEM
MRG366,MARGAO-KHADDE,MRG366,366,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-KHADDE
MRG367,SHRISTHAL-POLLEM,MRG367,367,SHRISTHAL-MOKHARD-BHATPAL-ARDOFOND-PARTGAL-PRSHURM TMP-POIGUINIM-KARAY-MAXEM-DAPOT-LOLIEM-XELIM-POLLEM
MRG368,BALLI - CURCHOREM,MRG368,368,BALLI-ADNEM-ASAIDA GARAGE-AMOLE-QUPEM-QUPEM COURT-TILAMOL-SHIVNAGAR-MESTA VADA-TANKI-KAKUMADDI-BANSAI-CURCHOREM
MRG369,PANAJI-NETURLIM,MRG369,369,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-DHAVLI-TOP COLA-BORI SKVR-SAI TMPLE-BORI BRDG-TARVALEM-VAZEM-SHIRODA-DABOLI-MANKE-VAZANGAL-AMLI-PANCHWADI-P.TEMPLE-DAM ROAD-MAPA-CAPXEM-SAVORDE TSK-CURCHOREM-SHIVAJI CWK-CACORA-CURCH GPC-SNG COURT-SNG DANDO-MASJID/BEND-SANGUEM-PAJIMOL-UGUEM-DESSAIWADA-VALKINI-BARAZAN TSK-BHATI-MALLIKARJUN-VILLIAN-VALSHI-VADE COLONY-PORTEM-HANUMAN TMP-VICHUNDRE X-NETURLIM
MRG37,MARGAO-VAL,MRG307,307,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-VAL
MRG37,MARGAO-VAL,MRG37,37,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-VAL
MRG370,PONDAI-BICHOLIM,MRG370,370,PONDA-CURTI-KHANDEPAR-NESTLE-MRF-U.TISK-PALWADA-USGAO-BHAMAI-PALI-VELGUEM-SURLA-DIGNEM-HONDA-HARVALE-SAKHALI-KARAPUR TISK-SARVAN CROSS-BICHOLIM
MRG371,PONDA-SURLA,MRG371,371,PONDA-CURTI-KHANDEPAR-NESTLE-MRF-U.TISK-PALWADA-USGAO-BHAMAI-PALI-VELGUEM-SURLA
MRG372,PONDA-SAKHALI,MRG372,372,PONDA-CURTI-KHANDEPAR-NESTLE-MRF-U.TISK-PALWADA-USGAO-BHAMAI-PALI-VELGUEM-SURLA-DIGNEM-HONDA-HARVALE-SAKHALI
MRG373,PONDA- NAVELI,MRG373,373,PONDA-CURTI-KHANDEPAR-NESTLE-MRF-U.TISK-PALWADA-USGAO-BHAMAI-PALI-VELGUEM-SURLA-DIGNEM-HONDA-HARVALE-SAKHALI-GAVTHAN-KUDNE-NAVELIM
MRG374,CURCHOREM-MARGAO,MRG374,374,CURCHOREM-RLY GT. XELVONA-XELVONA-COPRIMODDI-ASSOLDA-COTTA-CHANDOR-POCLEM MOLL-MARMAGOA STEEL-RAITOLEM-GADEABHATTI-BHAGWATI TILES-DAVORLIM CHAPEL-DARVORLIM-AQUEM P. HOUSE-PAJIFOND-MARKET SBI-MARGAO
MRG375,CURCHOREM-ASSOLDA,MRG375,375,CURCHOREM-RLY GT. XELVONA-XELVONA-COPRIMODDI-ASSOLDA
MRG376,COPROMODDI-MARGAO,MRG376,376,COPRIMODDI-ASSOLDA-COTTA-CHANDOR-POCLEM MOLL-MARMAGOA STEEL-RAITOLEM-GADEABHATTI-BHAGWATI TILES-DAVORLIM CHAPEL-DARVORLIM-AQUEM P. HOUSE-PAJIFOND-MARKET SBI-MARGAO
MRG377,SAKHALI- NAVELI,MRG377,377,SAKHALI-GAVTHAN-KUDNE-NAVELIM
MRG378,CURCHOREM-CHANDOR- GUDI -MARGAO,MRG378,378,CURCHOREM-RLY GT. XELVONA-XELVONA-COPRIMODDI-ASSOLDA-COTTA-CHANDOR-ALMA CROSS-GUDI-PADRIBHAT-DON KHURIS-PALI/LAKAKI-GANPATI TEMP-MES CAMP-RAWANFOND-A. POWERHOUSE-PAJIFOND-MARGAO MKT
MRG38,MARGAO-VAL,MRG38,38,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-COTTA-FATORPA-DABEM X-QUITOL-NAQUERIM-KHANGUINIM-NUEM-MOLLOREM-GANPATI TMP-MATIMOL-SHIROTTI-VAGON-KAJUMOL-SALERI-PARVE-KARSHIMOL-PANNA-AGONDA CHRC-VAL
MRG39,MARGAO-CAB-DE-RAM via FATORPA,MRG39,39,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-COTTA-FATORPA-DABEM X-QUITOL-NAQUERIM-KHANGUINIM-NUEM-MOLLOREM-GOVOL-C.D.R.BEACH-CAB.DE.RAM
MRG4,MARGAO-PANAJI via PONDA,MRG4,4,MARGAO-FATORDA-MARGAO PWD-ARLA-RAI AMYAKDE-RAI-TEMBER-AMORA-CHWGULE DOK-BORI BRDG-SAI TMPLE-BORI SKVR-TOP COLA-DHAVLI-PONDA-FMD CIRCLE-FARMAGUDI-PATYEKADE-MARDOL-MANGESHI-KUNDAI-BHOMA-BANASTARI-DHULAPI-CORLIM-CORLI PUMP-OLD GOA-BAINGINI-ST.PEDRO-RBDR SCHOOL-RIBANDAR-RBDR FERRY-R. PATTO-PANAJI
MRG40,PANAJI-TIRVAN,MRG40,40,PANAJI-ST. CRUZ X-BAMBOLI GMC-BAMBOLI W/S-SIRDON/ZUAR-GOA VELHA-PILLAR-AGASSAIM-CORTALIM-PAJENTAR-KSRL/BRLA X-TITAN-PIRNI-VERNA-SONAULIM-AGNEL ASHRM-RUMDER-NUVEM-MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-SHRISTHAL-MOKHARD-BHATPAL-ARDOFOND-PARTGAL-PRSHURM TMP-POIGUINIM-IDDAR-BOURS-TIRVAN
MRG41,PANAJI-TUDAL,MRG41,41,PANAJI-ST. CRUZ X-BAMBOLI GMC-BAMBOLI W/S-SIRDON/ZUAR-GOA VELHA-PILLAR-AGASSAIM-CORTALIM-PAJENTAR-KSRL/BRLA X-TITAN-PIRNI-VERNA-SONAULIM-AGNEL ASHRM-RUMDER-NUVEM-MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-SHRISTHAL-MOKHARD-BHATPAL-BHATPL GATE-NEW WADA-KARVE-GAODONGARI-INDRAWADO-BHUIPAL-TUDAL
MRG42,PANAJI-VAL,MRG42,42,PANAJI-ST. CRUZ X-BAMBOLI GMC-BAMBOLI W/S-SIRDON/ZUAR-GOA VELHA-PILLAR-AGASSAIM-CORTALIM-PAJENTAR-KSRL/BRLA X-TITAN-PIRNI-VERNA-SONAULIM-AGNEL ASHRM-RUMDER-NUVEM-MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-BENODE-GODEWAL-PADDI-PISURNEM-POLAKODE-GULEM-CHAR RASTA-CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-VAL
MRG43,PANAJI-POPAIDANDO,MRG43,43,PANAJI-ST. CRUZ X-BAMBOLI GMC-BAMBOLI W/S-SIRDON/ZUAR-GOA VELHA-PILLAR-AGASSAIM-CORTALIM-PAJENTAR-KSRL/BRLA X-TITAN-PIRNI-VERNA-SONAULIM-AGNEL ASHRM-RUMDER-NUVEM-MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-COTTA-FATORPA-DABEM X-QUITLA-NAQUERIM-KHANGUINIM-NUEM-MOLLOREM-GANPATI TMP-MATIMOL-SHIROTTI-VAGON-KAJUMOL-SALERI-PARVE-KARSHIMOL-PARVE-SALERI-KAJUMOL-VAGON-MATVE-SOLIEM-POPAIDANDO
MRG44,CANACONA-VAL,MRG310,310,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-VAL
MRG44,CANACONA-VAL,MRG44,44,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-VAL
MRG45,CANACONA-KAJUMOL,MRG311,311,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-PANNA-KARSHIMOL-PARVE-SALERI-KAJUMOL
MRG45,CANACONA-KAJUMOL,MRG45,45,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-PANNA-KARSHIMOL-PARVE-SALERI-KAJUMOL
MRG46,CANACONA-POPAIDANDO,MRG46,46,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-PANNA-KARSHIMOL-PARVE-SALERI-KAJUMOL-VAGON-MATVE-SOLIEM-POPAIDANDO
MRG47,CANACONA-CAB-DE-RAM,MRG312,312,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-PANNA-KARSHIMOL-PARVE-SALERI-KAJUMOL-VAGON-SHIROTTI-MATIMOL-GANPATI TMP-MOLLOREM-GOVOL-C.D.R.BEACH-CAB.DE.RAM
MRG47,CANACONA-CAB-DE-RAM,MRG47,47,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-PANNA-KARSHIMOL-PARVE-SALERI-KAJUMOL-VAGON-SHIROTTI-MATIMOL-GANPATI TMP-MOLLOREM-GOVOL-C.D.R.BEACH-CAB.DE.RAM
MRG48,CANACONA-KUSKEM,MRG48,48,CANACONA-SHRISTHAL-MOKHARD-BHATPAL-ARDOFOND-PARTGAL-KUMYAGAL-SHISHEVAL-C.AMONA-TIRVAL-DABAL-AVEM-YEDA-KUSKEM
MRG49,CANACONA-TUDAL via GAODONGARI,MRG314,314,CANACONA-SHRISTHAL-MOKHARD-BHATPAL-BHATPL GATE-NEW WADA-KARVE-GAODONGARI-INDRAWADO-BHUIPAL-TUDAL
MRG49,CANACONA-TUDAL via GAODONGARI,MRG49,49,CANACONA-SHRISTHAL-MOKHARD-BHATPAL-BHATPL GATE-NEW WADA-KARVE-GAODONGARI-INDRAWADO-BHUIPAL-TUDAL
MRG5,MARGAO-PANAJI,MRG5,5,MARGAO-FATORDA-MARGAO PWD-ARLEM-RAI AMYAKDE-RAI-TEMBER-AMORA-CHWGULE DOK-BORI BRDG-SAI TMPLE-BORI SKVR-TOP COLA-DHAVLI-PONDA-UPPER BAZAR-CURTI-KHANDEPAR-CHWGUL W/S-HOLY CROSS-NESTLE-MRF-USGAO TISK-KELINI-KUMYAKADE-USGAO-BHAMAI-PALE-BAIKADE-VELGUEM-SURLA-DIGNE-SONSHI-SONSHI TISK-AJOBA TMP-SOLYE TMP-CHIRWAL-HONDA-SUPACHI PUD-PRATAP NAGR-HARVALE-HOUSIN BRD-SANKHALI-KARAPUR TSK-VIJAY NAGAR-ADHAR HSPTL-SARVAN X-ZATYE COLGE-BICHOLIM-VALSHI-MULGAO TMP-MULGAO B/S-ASSNODA-CLERRA SCOL-SIRSAI COPL-SIRSAI RLY-CANSA BRD-TIVI GROUND-TIVIM-MADEL-KARASWADA-PDEM/KRWDA-DULER-MPS COURT-MAPUSA-GIRI CHAPEL-GREEN PARK-GIRI CROSS-PRV BAZAR-PRV WADAKAD-PRV COPEL-GULYAKADE-TIN BLD/COL-SAI SERVICE-PANAJI
MRG50,CANACONA-MATIMOL,MRG315,315,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-PANNA-KARSHIMOL-PARVE-SALERI-KAJUMOL-VAGON-SHIROTTI-MATIMOL
MRG50,CANACONA-MATIMOL,MRG50,50,CANACONA-CHAR RASTA-DEVBAG-DUMANE-AGONDA CHRC-PANNA-KARSHIMOL-PARVE-SALERI-KAJUMOL-VAGON-SHIROTTI-MATIMOL
MRG51,CAB-DE-RAM-AGONDA CHRC via MATIMOL,MRG51,51,CAB.DE.RAM-C.D.R.BEACH-GOVOL-MOLLOREM-GANPATI TMP-MATIMOL-SHIROTTI-VAGON-KAJUMOL-SALERI-PARVE-KARSHIMOL-PANNA-AGONDA CHRC
MRG52,PANAJI-DABEM,MRG52,52,PANAJI-ST. CRUZ X-BAMBOLI GMC-BAMBOLI W/S-SIRDON/ZUAR-GOA VELHA-PILLAR-AGASSAIM-CORTALIM-PAJENTAR-KSRL/BRLA X-TITAN-PIRNI-VERNA-SONAULIM-AGNEL ASHRM-RUMDER-NUVEM-MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-DEMANI-BALLI-COTTA-FATORPA-VANTEM-GALLIM-KANIBAG-MOLLAR-MORPIRLA-DABEM
MRG53,MARGAO-BETUL via CUNCOLIM,MRG53,53,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-BIVSA-MURIDA-BAGA-VELIM MKT-VELIM-BARADI-MUXER B/S-BETUL X-BETUL
MRG54,MARGAO-VELIM MKT via CUNCOLIM,MRG54,54,MARGAO-MARGAO MKT-NAVELIM-DHARMAPUR-CHINCHINI X-DANDEWADI-PAZARKHAN-CUNCOLIM-BIVSA-MURIDA-BAGA-VELIM MKT
MRG57,CUNCOLIM-VELIM MKT via MURIDA,MRG57,57,CUNCOLIM-BIVSA-MURIDA-BAGA-VELIM MKT
MRG58,CUNCOLIM-BETUL via MURIDA,MRG58,58,CUNCOLIM-BIVSA-MURIDA-BAGA-VELIM MKT-VELIM-BARADI-MUXER B/S-BETUL X-BETUL
MRG59,MARGAO-MOLLEM,MRG184,184,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SAVORDE TSK-DHADE-GANDHINAGAR-GUDDEMOL-PERIUDAK-BANDOLI-BANDOLI PMP-SAVARGAL-KARMANE-VOLDEON-SHIGAO-AMBEDEM-COLLEM-METWADA-NAVAWADA-MOLLEM
MRG59,MARGAO-MOLLEM,MRG59,59,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SAVORDE TSK-DHADE-GANDHINAGAR-GUDDEMOL-PERIUDAK-BANDOLI-BANDOLI PMP-SAVARGAL-KARMANE-VOLDEON-SHIGAO-AMBEDEM-COLLEM-METWADA-NAVA WADA-MOLLEM
MRG6,MARGAO-VASCO via CORTALIM,MRG6,6,MARGAO-NUVEM-RUMDER-AGNEL ASHRM-SONAULIM-VERNA-PIRNI-TITAN-KSRL/BRLA X-THANA-CORTALIM-SANCOALE-S CONVENT-ZAREER-ZUYAR-DABOLI-CHICALIM-VADEM-SHIPYARD-VASCO
MRG6,MARGAO-VASCO via CORTALIM,VSD2,2,VASCO-SHIPYARD-VADEM-CHICALIM-DABOLI-ZUYAR-ZAREER-S CONVENT-SANCOALE-CORTALIM-THANA-KSRL/BRLA X-TITAN-PIRNI-VERNA-SONAULIM-AGNEL ASHRM-RUMDER-NUVEM-MARGAO
MRG60,MARGAO-NETURLIM,MRG183,183,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SHIVAJI CWK-CACORA-CURCH GPC-SNG COURT-SNG DANDO-MASJID/BEND-SANGUEM-PAJIMOL-UGUEM-DESSAIWADA-VALKINI-BARAZAN TSK-BHATI-MALLIKARJUN-VILLIAN-VALSHI-VADE COLONY-PORTEM-HANUMAN TMP-VICHUNDRE X-NETURLIM
MRG60,MARGAO-NETURLIM,MRG361,361,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SHIVAJI CWK-CACORA-CURCH GPC-SNG COURT-SNG DANDO-MASJID/BEND-SANGUEM-PAJIMOL-UGUEM-DESSAIWADA-VALKINI-BARAZAN TSK-BHATI-MALLIKARJUN-VILLIAN-VALSHI-VADE COLONY-PORTEM-HANUMAN TMP-VICHUNDRE X-NETURLIM
MRG60,MARGAO-NETURLIM,MRG60,60,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SHIVAJI CWK-CACORA-CURCH GPC-SNG COURT-SNG DANDO-MASJID/BEND-SANGUEM-PAJIMOL-UGUEM-DESSAIWADA-VALKINI-BARAZAN TSK-BHATI-MALLIKARJUN-VILLIAN-VALSHI-VADE COLONY-PORTEM-HANUMAN TMP-VICHUNDRE X-NETURLIM
MRG61,MARGAO-SALJINI,MRG61,61,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SHIVAJI CWK-CACORA-CURCH GPC-SNG COURT-SNG DANDO-MASJID/BEND-SANGUEM-PAJIMOL-UGUEM-DESSAIWADA-VALKINI-BARAZAN TSK-BHATI-MALLIKARJUN-VILLIAN-VALSHI-VADE COLONY-PORTEM-HANUMAN TMP-VICHUNDRE X-NETURLIM-TUDAV-VERLE-SALJINI
MRG62,MARGAO-VADE COLONY,MRG62,62,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-SOMSWR TMP-SIRVOI-ZAMBAULIM-RIVONA CHRC-RIVONA-COLOUMBA-KELVONA-USGALMAL X-DON BOSCO-SULCORNA-DEVRE-CAZUR-VICHUNDRE-VICHUNDRE X-NETURLIM-HANUMAN TMP-PORTEM-VADE COLONY
MRG63,MARGAO-SULCORNA,MRG63,63,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-SOMSWR TMP-SIRVOI-ZAMBAULIM-RIVONA CHRC-RIVONA-COLOUMBA-KELVONA-USGALMAL X-DON BOSCO-SULCORNA
MRG64,MARGAO-MOLKOPON,MRG64,64,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-SOMSWR TMP-SIRVOI-ZAMBAULIM-RIVONA CHRC-RIVONA-MOLKORNEM-BENNE-MOLKOPON
MRG65,MARGAO-KALAY,MRG330,330,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SAVORDE TSK-DHADE-GANDHINAGAR-GUDDEMOL-PERIUDAK-AMBEUDAK-DEUNAMOL-KALAY
MRG65,MARGAO-KALAY,MRG65,65,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-QPM COURT-TILAMOL-TANKI-KAKUMADDI-BANSAI-CURCHOREM-SAVORDE TSK-DHADE-GANDHINAGAR-GUDDEMOL-PERIUDAK-AMBEUDAK-DEUNAMOL-KALAY
MRG66,MARGAO-KALAY,MRG66,66,MARGAO-BORDA-CHWGULE CLG-SONSODO-MAINA-CURTORIM-CARME CHAPL-TEMBI-MACAZAN-ROHINI BHAT-GUIRDOLIM-COTTA-ASSOLDA-XELVONA-ODAR-VORRA-AMBDKR CRCL-CURCHOREM-SAVORDE TSK-DHADE-GANDHINAGAR-GUDDEMOL-PERIUDAK-AMBEUDAK-DEUNAMOL-KALAY
MRG67,MARGAO-PIRLA,MRG67,67,MARGAO-MARGAO MKT-PAJIFOND-A.PWER HUSE-RAWANFOND-MES COLLEGE-GANPATI TMP-LAKAKI/PALI-DON KHURIS-PADRIBHAT-GUDI-CHAD.TMP AG-PARODA-QUEPEM-IGRAMOLL-AMBAULIM-TAKAR-KUPAR-CAVREM-ZALAREM-MAINA-VITHOBA TMP-PIRLA
MRG69,MARGAO-GUIRDOLIM via MACAZAN,MRG69,69,MARGAO-BORDA-CHWGULE CLG-SONSODO-MAINA-CURTORIM-CARME CHAPL-TEMBI-MACAZAN-ROHINI BHAT-GUIRDOLIM
MRG7,MARGAO-VASCO via BIRLA,MRG7,7,MARGAO-NUVEM-RUMDER-AGNEL ASHRM-SONAULIM-VERNA-PIRNI-TITAN-KADIMACHIN-METASTRIP-UPAS NAGAR-ZUARINAGAR-ZHARI-BIRLA-MES COLLEGE-DABOLIM-AIRPORT-VIDYA/RIGIN-CHICALIM-VADEM-SHIPYARD-VASCO
MRG7,MARGAO-VASCO via BIRLA,VSD5,5,VASCO-SHIPYARD-VADEM-CHICALIM-VIDYA/RIGIN-AIRPORT-DABOLIM-MES COLLEGE-BIRLA-ZHARI-ZUARINAGAR-UPAS NAGAR-METASTRIP-KADIMACHIN-TITAN-PIRNI-VERNA-SONAULIM-AGNEL ASHRM-RUMDER-NUVEM-MARGAO
MRG70,MARGAO-GUIRDOLIM via AKSHEM,MRG70,70,MARGAO-BORDA-CHWGULE CLG-SONSODO-MAINA-CURTORIM-CARME CHAPL-AKSHEM-ZITLEM-ZAREER-GUIRDOLIM
MRG71,MOLKOPON-DON BOSCO via RIVONA,MRG71,71,MOLKOPON-BENNE-MOLKORNEM-RIVONA-COLOUMBA-KELVONA-USGALMAL X-DON BOSCO
