ROUTE_NO	ROUTE_NAME	FROM_STOP_CD	TILL_STOP_CD
103620	RANKALA to MAJNAL via SATARDE	RNKL	MJNL
103623	MAJNAL to RANKALA via SATARDE	MJNL	RNKL
103624	DHULE to MOLGI	DHL	MLIAIN
103626	WARDHA to PAONI via HINGANGHAT	WRD	PNI
103629	MALEGAON to TULJAPUR via YEOLA	MLG	TJP
103630	TULJAPUR to MALEGAON via YEOLA	TJP	MLG
103631	NASIK CBS to KOLHAPUR	NSKCBS	KLPCBS
103632	KOLHAPUR to NASIK CBS	KLPCBS	NSKCBS
103634	MOLGI to DHULE	MLIAIN	DHL
103648	MURGUD to ICHALKARANJI via KOLHAPUR	MRGD	ICHL
103649	RATNAGIRI to AMBAJOGAI via MIRAJ	RTN	ABJ
103656	AMBAJOGAI to RATNAGIRI via MIRAJ	ABJ	RTN
103658	MAHAD to RADHAKRUSHNA WADI	MHD	RDKWD
103659	RADHAKRUSHNA WADI to MAHAD	RDKWD	MHD
103663	SASWAD to SATARA via NIRA	SSWD	STR
103665	SATARA to SASWAD via NIRA	STR	SSWD
103666	SHIRUR to SASWAD	SRR	SSWD
103668	SASWAD to SHIRUR	SSWD	SRR
103670	BHAYANDER to ESSEL WORLD MUMBAI	BYDR	ESSLRMM
103671	ESSEL WORLD MUMBAI to BHAYANDER	ESSLRMM	BYDR
103680	MALKAPUR to KHELTA via DHOPESHWAR	MLKKLP	KHLT
103681	PAONI to GADCHIROLI via BRAMHAPURI	PNI	GDC
103686	KHELTA to MALKAPUR via DHOPESHWAR	KHLT	MLKKLP
103687	GADCHIROLI to AMRAVATI via NER	GDC	AMT
103688	AMRAVATI to GADCHIROLI via NER	AMT	GDC
103690	DHULE to CHOPADA via JALOD	DHL	CPD
103691	CHOPADA to DHULE via JALOD	CPD	DHL
103692	NER to RAJURA via WANI	NER	RJRA
103693	RAJURA to NER via WANI	RJRA	NER
103700	PUSAD to DHANKI via NIGNOOR	PSD	DNK
103701	DHANKI to PUSAD via NIGNOOR	DNK	PSD
103703	RELIENCE COMPANY to UMRED via BORI POLICE STN.	RLCMN	UMRD
103704	UMRED to RELIENCE COMPANY via BORI POLICE STN.	UMRD	RLCMN
103712	CHANDRAPUR to CHIMUR via CHANDANKHEDA	CHN	CMR
103713	CHIMUR to CHANDRAPUR via CHANDANKHEDA	CMR	CHN
103722	RATNAGIRI to SAMATA NAGAR	RTN	STNGR
103723	MALKAPUR to BODWAD via GORADA	MLKBLD	BODWD
103724	BODWAD to MALKAPUR via GORADA	BODWD	MLKBLD
103726	ASHTI to SHIVAJI NAGAR PUNE via DOITHAN	ASTI	SNGR
103727	NALASOPARA to WASHIM	NSP	WSM
103732	WASHIM to MALEGAON via JODGAVAN	WSM	MLGNAKL
103733	MALEGAON to WASHIM via JODGAVAN	MLGNAKL	WSM
103734	GADISURLA to MUL	GSLAMCA	MUL
103735	MUL to GADISURLA	MUL	GSLAMCA
103738	PALGHAR to SATARA via KATRAJ BYPASS	PGR	STR
103739	GONDPIPARI to HIWARA FATA	GODP	HWRAFTGCA
103740	HIWARA FATA to GONDPIPARI	HWRAFTGCA	GODP
103741	OVALA to THANE CBS	OVALA	THNCBS
103744	TELHARA to ICHAPUR	TLH	ICHPR
103745	ICHAPUR to TELHARA	ICHPR	TLH
103748	UMERGA to ARNALA via BORIVALI NANCY COLONY	UMG	ANL
103751	SATARA to PALGHAR via KATRAJ BYPASS	STR	PGR
103752	CHANDRAPUR to WASHIM via GHUGGUS	CHN	WSM
103753	WASHIM to CHANDRAPUR via GHUGGUS	WSM	CHN
103755	WARORA to PARATWADA via YAVATMAL	WRR	PTD
103756	PARATWADA to WARORA via YAVATMAL	PTD	WRR
103757	AMBAD to NANDED	ABD	NND
103758	NANDED to AMBAD	NND	ABD
103761	HALDI to GARGOTI via WAGHAPUR	HLDKKL	GRT
103762	PANDHARPUR to PATAN via KARAD	PPR	PTN
103764	BORIVALI NANCY COLONY to PANHELI	BVINC	PNEL
103765	MAJALGAON to MUMBAI CENTRAL via PATHARDI	MJL	MCT
103766	MUMBAI CENTRAL to MAJALGAON via PATHARDI	MCT	MJL
103767	SHIVAJI NAGAR PUNE to ASHTI via DOITHAN	SNGR	ASTI
103776	JALGAON to TAPI BRIDGE	JLG	TPRYJ
103777	PANHELI to BORIVALI NANCY COLONY	PNEL	BVINC
103778	TAPI BRIDGE to JALGAON	TPRYJ	JLG
103782	DHULE to KHARVAD via LONKHEDA	DHL	KAVATAN
103783	KHARVAD to DHULE via LONKHEDA	KAVATAN	DHL
103784	NILANGA to NIZAMABAD via DEGLOOR	NLG	NZM
103785	NIZAMABAD to NILANGA via DEGLOOR	NZM	NLG
103788	SHRIGONDA to SHIVAJI NAGAR PUNE via UKKADGAON	SRGD	SNGR
103792	URAN to PARNER via ALEFATAPUNE FATA	URN	PRNR
103794	PARNER to URAN via ALEFATAPUNE FATA	PRNR	URN
103799	CHINCHWAD to SHIRDI via SHIRUR	CNWD	SRDI
103800	SHIRDI to CHINCHWAD via SHIRUR	SRDI	CNWD
103823	MUL to PIPARI VILLAGE	MUL	PPRBC
103824	PIPARI VILLAGE to MUL	PPRBC	MUL
103825	GADCHIROLI to LONAR via RISOD	GDC	LNR
103826	LONAR to GADCHIROLI via RISOD	LNR	GDC
103827	WARORA to VAGANKHA PADA	WRR	VGNSN
103828	VAGANKHA PADA to WARORA	VGNSN	WRR
103829	KHED to CHINCHWAD via BHOSARI	KHD	CNWD
103830	SAKOLI to RAJOLI via KESHORI	SKL	RJLIMG
103831	RAJOLI to SAKOLI via KESHORI	RJLIMG	SKL
103832	NALASOPARA to MAHAD	NSP	MHD
103833	HINGANGHAT to CHANDRAPUR via SHEGAON BUDRUK	HGT	CHN
103834	CHANDRAPUR to HINGANGHAT via SHEGAON BUDRUK	CHN	HGT
103839	SOLAPUR to JALNA via AMBAD	SLP	JLN
103840	CHIPLUN to PURYE via TURAMBAV HIGH SCHOOL	CPN	PURY
103841	JALNA to SOLAPUR via AMBAD	JLN	SLP
103843	WASHIM to NALASOPARA via THANE CBS	WSM	NSP
103848	ARNALA to NESARI via GADHINGLAJ	ANL	NESARI
103849	NIMANI to NIMANI via RANENAGAR	NMNI	NMNI
103850	PATHARDI to SHEVGAON via SANGVI	PTRD	SHVG
103851	SHEVGAON to PATHARDI via SANGVI	SHVG	PTRD
103853	RATNAGIRI to NAYASHI MOHALLA	RTN	NYMH
103859	NAYASHI MOHALLA to RATNAGIRI	NYMH	RTN
103867	SINDEWAHI to KANHALGAON via GUNJEWAHI	SNW	KNHOSCA
103868	KANHALGAON to SINDEWAHI via GUNJEWAHI	KNHOSCA	SNW
103870	AHMEDNAGAR to BOISAR	AHMEDNAGAR	BSR
103871	MUMBAI CENTRAL to MUKTAI NAGAR via JALGAON	MCT	MKTN
103873	MUKTAI NAGAR to MUMBAI CENTRAL via JALGAON	MKTN	MCT
103876	LATUR to JAWALGA via SHIRUR ANANTPAL	LTR	JWLGSL
103877	JAWALGA to LATUR via SHIRUR ANANTPAL	JWLGSL	LTR
103882	ARVI to ASHTI via TALEGAON	ARVI	ASTWRD
103883	ASHTI to ARVI via TALEGAON	ASTWRD	ARVI
103884	ASHTI to ARVI via MANDALA	ASTWRD	ARVI
103885	ARVI to ASHTI via MANDALA	ARVI	ASTWRD
103887	LONAR to NAVAPUR via MALKAPUR	LNR	NVR
103889	UTTAM NAGAR to MHASARUL via NIMANI	UTAMNG	MHSRL
103890	NAVAPUR to LONAR via MALKAPUR	NVR	LNR
103891	PURYE to CHIPLUN via TURAMBAV HIGH SCHOOL	PURY	CPN
103902	BHOOM to CHINCHWAD via DONJA	BHM	CNWD
103904	CHINCHWAD to BHOOM via DONJA	CNWD	BHM
103911	RADHANAGARI to THANE CBS via PIRAL	RDHN	THNCBS
103912	THANE CBS to RADHANAGARI via PIRAL	THNCBS	RDHN
103914	LINGNUR to ICHALKARANJI	LIURMSN	ICHL
103916	VITA to NANDED	VITA	NND
103923	RAJATAKALI to GHAN SAWANGI	RTKL	GASWGJ
103925	CHANDRAPUR to NERI	CHN	NERI
103927	DHULE to SHAHADA via SHIRPUR	DHL	SHHD
103928	CHIMUR to NERI via KALMGAON	CMR	NRCC
103929	SHAHADA to DHULE via SHIRPUR	SHHD	DHL
103932	PARANDA to MURUM via TULJAPUR	PRND	MRM
103933	MURUM to PARANDA via TULJAPUR	MRM	PRND
103938	ARVIND SPINNING MILL to MURGUD via BENIKRE	ARSPML	MRGD
103939	MURGUD to ARVIND SPINNING MILL via BENIKRE	MRGD	ARSPML
103944	SADEGAON to AMBAD via TRITHPURI	SDGANGIJ	ABD
103946	MALEGAON to NAVAPUR via MHASADI	MLG	NVR
103947	NAVAPUR to MALEGAON via MHASADI	NVR	MLG
103951	RATNAGIRI to BURAMBEWADI	RTN	BMDI
103956	AJNALE to DHULE via SANJORI	ANLDD	DHL
103957	KHED DIGAR to CHIRAD VILLAGE	KEDG	CHDVLG
103958	CHIRAD VILLAGE to KHED DIGAR	CHDVLG	KEDG
103960	PARATWADA to TALEGAON	PTD	TLGAW
103961	SHIVAJI NAGAR PUNE to KOLGAON via ERANDOL	SNGR	KLAOSA
103962	KOLGAON to SHIVAJI NAGAR PUNE via ERANDOL	KLAOSA	SNGR
103965	WARDHA to NAGPUR via BANGADAPUR	WRD	NGPCBS
103971	TUMSAR to WARDHA via PAONI	TMS	WRD
103972	WARDHA to TUMSAR via PAONI	WRD	TMS
103974	PARALI to BORIVALI NANCY COLONY via BEED	PRLI	BVINC
103980	UMARKHED to AKOT via WASHIM	UKHD	AKT
103981	AKOT to UMARKHED via WASHIM	AKT	UKHD
103982	BORIVALI NANCY COLONY to PARALI via BEED	BVINC	PRLI
103986	BARAMATI to JALGAON via BHIGVAN	BMT	JLG
103988	JALGAON JAMOD to DEOPUR SATND via DHULE	JLGJ	DOURSDD
103989	DEOPUR SATND to JALGAON JAMOD via DHULE	DOURSDD	JLGJ
103990	JALGAON to BARAMATI via BHIGVAN	JLG	BMT
103991	NAGPUR to WARDHA via BANGADAPUR	NGPCBS	WRD
103997	ARVI to RALEGAON via ANDORI	ARVI	RLG
103998	RALEGAON to ARVI via ANDORI	RLG	ARVI
104013	KARAD to KOLHAPUR	KRD	KLPCBS
104014	KOLHAPUR to KARAD	KLPCBS	KRD
104016	SHIRUR to SASWAD via JEJURI	SRR	SSWD
104018	SASWAD to SHIRUR via JEJURI	SSWD	SRR
104019	PACHORA to VASHI DEPOT via CHALISGAON	PCH	VSHI
104020	VASHI DEPOT to PACHORA via CHALISGAON	VSHI	PCH
104021	SAWANTWADI to BANDA via KOTHAWALE BANDH PHATA	SWD	BNDA
104022	BANDA to SAWANTWADI via KOTHAWALE BANDH PHATA	BNDA	SWD
104025	KALWAN to KHIRAD	KWN	KHIRAD
104026	KHIRAD to KALWAN	KHIRAD	KWN
104028	SHAHADA to NASIK CBS via DAHIVEL	SHHD	NSKCBS
104029	CHIPLUN to WAKADE WADI via TURAMBAV HIGH SCHOOL	CPN	WKDCPR
104035	WAKADE WADI to CHIPLUN via TURAMBAV HIGH SCHOOL	WKDCPR	CPN
104036	NASIK CBS to SHAHADA via DAHIVEL	NSKCBS	SHHD
104037	AMBAD to SHIRDI	ABD	SRDI
104039	ARVI to TUMSAR via BHANDARA	ARVI	TMS
104040	TUMSAR to ARVI via BHANDARA	TMS	ARVI
104043	JAMKHED to KHARDA	JMKD	KHRD
104044	KHARDA to JAMKHED	KHRD	JMKD
104046	SHIRDI to AMBAD	SRDI	ABD
104048	UMRED to CHIMUR via GIRAD	UMRD	CMR
104049	CHIMUR to UMRED via GIRAD	CMR	UMRD
104057	GONDIA to AHERI via SAKOLI	GND	AHR
104067	RATNAGIRI to SWARGATE, PUNE via MALKAPUR	RTN	SWR
104069	SWARGATE, PUNE to RATNAGIRI via MALKAPUR	SWR	RTN
104070	NASIK CBS to BHIMASHANKAR	NSKCBS	BMHS
104071	BHIMASHANKAR to NASIK CBS	BMHS	NSKCBS
104072	SOLAPUR to KUMBHAR VASTI via TADWAL RLY. STN.	SLP	KBARVS
104076	SOLAPUR to SHAWAL via TADWAL RLY. STN.	SLP	SHAWAL
104077	SHAWAL to SOLAPUR via TADWAL RLY. STN.	SHAWAL	SLP
104078	SHAHU MAIDAN to BACHNI via GIRGAON	SHUMDN	BCIKK
104079	BACHNI to SHAHU MAIDAN via GIRGAON	BCIKK	SHUMDN
104082	RATNAGIRI to GHODAVALI FATA	RTN	GHDV
104090	TELHARA to WAZEGAON	TLH	WZGABA
104091	WAZEGAON to TELHARA	WZGABA	TLH
104093	GHODAVALI FATA to RATNAGIRI via TALEKANDE	GHDV	RTN
104097	WARORA to CHANDRAPUR via MOHARLI	WRR	CHN
104098	CHANDRAPUR to WARORA via MOHARLI	CHN	WRR
104099	NEVASA to NANDURIGAD via SANGAMNER	NVS	NNUIA
104100	NANDURIGAD to NEVASA via SANGAMNER	NNUIA	NVS
104107	PUSAD to SHIRDI via HINGOLI	PSD	SRDI
104108	NANDED to PUSAD via MALEGAON FATA	NND	PSD
104109	PUSAD to NANDED via MALEGAON FATA	PSD	NND
104110	SHIRDI to PUSAD via HINGOLI	SRDI	PSD
104116	DHARANGAON to PIMPRI via KALYANE HOL	DHRNGN	PMRI
104118	PIMPRI to DHARANGAON via KALYANE HOL	PMRI	DHRNGN
104119	ERANDOL to DHARANGAON via KALYANE HOL	ERDL	DHRNGN
104121	DHARANGAON to ERANDOL via KALYANE HOL	DHRNGN	ERDL
104122	PACHORA to SHIVAJI NAGAR PUNE via GANGAPUR	PCH	SNGR
104123	SHIVAJI NAGAR PUNE to PACHORA via GANGAPUR	SNGR	PCH
104124	JAT to PHALTAN via ATPADI	JAT	PHL
104125	KANNAD to SHIVAJI NAGAR PUNE via GANGAPUR	KND	SNGR
104126	PHALTAN to JAT via ATPADI	PHL	JAT
104127	SHIVAJI NAGAR PUNE to KANNAD via GANGAPUR	SNGR	KND
104128	THANE CBS to WAGHBIL NAKA	THNCBS	WGHNK
104129	CHIPLUN to WAKADE WADI via DHAYAJE WADI SCHOOL	CPN	WKDCPR
104131	WAKADE WADI to CHIPLUN via DHAYAJE WADI SCHOOL	WKDCPR	CPN
104134	MULCHERA to LAGAM via MALLERA	MLCR	LGMAGD
104135	LAGAM to MULCHERA via MALLERA	LGMAGD	MLCR
104138	AMBAD to KANDARI via DARGA	ABD	KNARGIJ
104141	AHMEDNAGAR MALIWADA to PAHADI BABA	ANGRMWD	PHDANSK
104142	PAHADI BABA to AHMEDNAGAR MALIWADA	PHDANSK	ANGRMWD
104143	AHMADPUR to BIJAPUR via LATUR	APR	BJP
104146	BIJAPUR to AHMADPUR via LATUR	BJP	APR
104150	VAIRAG to OSMANABAD via BHATAMBRE	VRG	OSM
104151	OSMANABAD to VAIRAG via BHATAMBRE	OSM	VRG
104152	CHALISGAON to PACHORA via NAGAD	CHL	PCH
104153	PACHORA to CHALISGAON via NAGAD	PCH	CHL
104154	KANNAD to NASIK CBS via DEOGAON RANGARI	KND	NSKCBS
104155	NASIK CBS to KANNAD via DEOGAON RANGARI	NSKCBS	KND
104158	NANDED to KINGAON via RANI SAWARGAON	NND	KNAOALT
104160	KINGAON to NANDED via RANI SAWARGAON	KNAOALT	NND
104165	PANDHARKAWADA to CHINCHWAD	PNRK	CNWD
104166	CHINCHWAD to PANDHARKAWADA	CNWD	PNRK
104167	PUSAD to CHINCHWAD	PSD	CNWD
104169	CHINCHWAD to PUSAD	CNWD	PSD
104171	AMRAVATI to KATOL via NAGPUR	AMT	KTL
104172	KATOL to AMRAVATI via NAGPUR	KTL	AMT
104181	SAKOLI to GADCHIROLI via LAKHANDUR	SKL	GDC
104184	GADCHIROLI to SAKOLI via LAKHANDUR	GDC	SKL
104185	UMRED to WANI	UMRD	WANI
104186	AKOLA to PANDHARKAWADA via YAVATMAL	AKLCBS	PNRK
104187	PANDHARKAWADA to AKOLA via YAVATMAL	PNRK	AKLCBS
104188	WANI to UMRED	WANI	UMRD
104191	WARUD to AMBADA	WUD	ABDNN
104192	AMBADA to WARUD	ABDNN	WUD
104201	PALANDUR to ADYAL via PIMPALGAON	PLALKBA	AYLAB
104202	PATODA to MAHUR via PARBHANI	PTDA	MHR
104204	BABHULGAON to KALAMB via PIMPARI	BBLGN	KLMYTL
104205	KALAMB to BABHULGAON via PIMPARI	KLMYTL	BBLGN
104206	MAHUR to PATODA via PARBHANI	MHR	PTDA
104207	PARALI to PATHRI via DIGRAS	PRLI	PTRI
104208	PATHRI to PARALI via DIGRAS	PTRI	PRLI
104209	KOLHAPUR to CHANDGAD via IBRAHIMPUR	KLPCBS	CHD
104216	THANE VANDANA to OSMANABAD via SWARGATE, PUNE	THNVND	OSM
104217	OSMANABAD to THANE VANDANA via SWARGATE, PUNE	OSM	THNVND
104220	PATHARDI to PAITHAN via susare	PTRD	PTHN
104221	PAITHAN to PATHARDI via susare	PTHN	PTRD
104222	NANDURBAR to SAPTASHRUNGI GAD via ALIYABAD	NBR	SPGD
104224	PARNER to BEED via SHEVGAON	PRNR	BEED
104225	BEED to PARNER via SHEVGAON	BEED	PRNR
104227	VIRAR PUSHPANAGAR to VIKRAMGAD via MANOR	VIRAR	VKRGD
104229	MAJALGAON to CHIKALI	MJL	CIAIBBL
104230	CHIKALI to MAJALGAON	CIAIBBL	MJL
104237	RATNAGIRI to OSMANABAD	RTN	OSM
104239	OSMANABAD to RATNAGIRI	OSM	RTN
104240	HYDERABAD to SHIRDI via JAMKHED	HYBD	SRDI
104241	SHIRDI to HYDERABAD via JAMKHED	SRDI	HYBD
104242	HINGANGHAT to WENI. via PIPRI	HGT	WNHWRD
104243	WENI. to HINGANGHAT via PIPRI	WNHWRD	HGT
104246	BULDHANA to NALKUND	BLD	NLKND
104247	NALKUND to BULDHANA	NLKND	BLD
104248	SHAHADA to MUMBAI CENTRAL via SION	SHHD	MCT
104249	SINNAR to LASALGAON via SOMTHANE	SNNR	LGN
104250	JEJURI to SHRIRAMPUR via SAKUR	JJR	SMPR
104253	AHMEDNAGAR MALIWADA to WADGAON via PATHARDI	ANGRMWD	WDANSA
104254	WADGAON to AHMEDNAGAR MALIWADA via PATHARDI	WDANSA	ANGRMWD
104255	SHRIRAMPUR to JEJURI via SAKUR	SMPR	JJR
104256	SHIVAJI NAGAR PUNE to JAMKHED via NANAJ	SNGR	JMKD
104257	JAMKHED to SHIVAJI NAGAR PUNE via NANAJ	JMKD	SNGR
104258	LASALGAON to SINNAR via SOMTHANE	LGN	SNNR
104259	WASHIM to RISOD via VALANA	WSM	RSD
104260	RISOD to WASHIM via VALANA	RSD	WSM
104261	UMARKHED to KORTA via TEMBURDARA	UKHD	KRAMY
104262	KORTA to UMARKHED via TEMBURDARA	KRAMY	UKHD
104265	RATNAGIRI to SHELVI via KUSMLEWADI	RTN	SELILJRT
104269	NAGPUR to SADAK ARJUNI via SAKOLI	NGPCBS	SDKAR
104270	SADAK ARJUNI to NAGPUR via SAKOLI	SDKAR	NGPCBS
104271	AKOLE to NASIK MAHAMARG via GHOTI	AKLE	NSKMRG
104272	NASIK MAHAMARG to AKOLE via GHOTI	NSKMRG	AKLE
104274	NASIK ROAD to ASARAM BAPU ASHRAM via CANADA CORNER	NSKRD	ARMBAPU
104275	ASARAM BAPU ASHRAM to NASIK ROAD via CANADA CORNER	ARMBAPU	NSKRD
104277	JAT to MURGUD	JAT	MRGD
104283	MURGUD to GUDDAPUR	MRGD	GUAUR
104284	KAVTHEMAHANKAL to ATHANI via SHIRUR	KMHL	ATHANI
104285	ATHANI to KAVTHEMAHANKAL via SHIRUR	ATHANI	KMHL
104286	PANDHARPUR to GONDAVALE	PPR	GOND
104287	GONDAVALE to PANDHARPUR	GOND	PPR
104288	KAVTHEMAHANKAL to JAMKHANDI via HIPPARGI	KMHL	JAHDI
104293	WAWOSHI to KHOPOLI GAON via KHALAPUR	WWSHKR	KPLIGN
104294	KHOPOLI GAON to WAWOSHI via KHALAPUR	KPLIGN	WWSHKR
104303	WADSA to KOKADI	WDAWG	KOKADI
104304	KOKADI to WADSA	KOKADI	WDAWG
104305	BRAMHAPURI to KOKADI via WADSA	BRM	KOKADI
104306	KOKADI to BRAMHAPURI via WADSA	KOKADI	BRM
104307	GARGOTI to BHANDIBABAR	GRT	BNDBBR
104308	BHANDIBABAR to GARGOTI	BNDBBR	GRT
104312	TARAKPUR to SATARA via SWARGATE, PUNE	TKPR	STR
104313	SATARA to TARAKPUR via SWARGATE, PUNE	STR	TKPR
104319	TASGAON to NIPANI via KHADAKLAT	TSGN	NPN
104320	SATANA to PACHORA	STNA	PCH
104321	PACHORA to SATANA	PCH	STNA
104322	NIPANI to TASGAON via KHADAKLAT	NPN	TSGN
104323	MURTIZAPUR to AMRAVATI via BAPORI	MTZ	AMT
104324	AMRAVATI to MURTIZAPUR via BAPORI	AMT	MTZ
104325	AHMEDNAGAR MALIWADA to DEOLALI	ANGRMWD	DOALAB
104326	DEOLALI to AHMEDNAGAR MALIWADA	DOALAB	ANGRMWD
104328	AMALNER to PANVEL	AMN	PNL
104329	PANVEL to AMALNER	PNL	AMN
104332	CHIMUR to CHANDRAPUR via ASHTA	CMR	CHN
104333	CHANDRAPUR to CHIMUR via ASHTA	CHN	CMR
104334	VITA to KARAD via BHALAWANI	VITA	KRD
104335	KARAD to VITA via BHALAWANI	KRD	VITA
104340	SHINDKHEDA to PADAWAD via NARDANA	SNDK	PDWASAD
104341	BEED to SOLAPUR via WASHI	BEED	SLP
104342	SOLAPUR to BEED via WASHI	SLP	BEED
104343	PADAWAD to SHINDKHEDA via NARDANA	PDWASAD	SNDK
104344	SHIRPUR to PADAWAD via NARDANE	SPR	PDWASAD
104345	PADAWAD to SHIRPUR via NARDANE	PDWASAD	SPR
104346	AHMEDNAGAR MALIWADA to CHEDGAON via WAMBORI	ANGRMWD	CEGO
104347	CHEDGAON to AHMEDNAGAR MALIWADA via WAMBORI	CEGO	ANGRMWD
104348	NALASOPARA to MHASALA	NSP	MHSL
104349	DARYAPUR to SHIRAJDA via AMALA	DRY	SIADA
104350	SHIRAJDA to DARYAPUR via AMALA	SIADA	DRY
104351	GOREGAON to PANVEL	GRGRGD	PNL
104352	JAMKHANDI to KAVTHEMAHANKAL via HIPPARGI	JAHDI	KMHL
104353	CHALISGAON to DEOPUR SATND	CHL	DOURSDD
104354	DEOPUR SATND to CHALISGAON	DOURSDD	CHL
104355	DEOPUR SATND to AMALNER	DOURSDD	AMN
104358	AMALNER to SAKRI via DHULE	AMN	SKR
104359	BHOR to DERE	BHR	DRBP
104361	CHOPADA to AURANGABAD via DHARANGAON	CPD	AWBCBS
104362	AURANGABAD to CHOPADA via DHARANGAON	AWBCBS	CPD
104363	SAKRI to DEOPUR SATND via DHULE	SKR	DOURSDD
104369	LAMAKANI to BORADI via SHINDKHEDA	LMKAI	BRDISD
104370	BORADI to LAMAKANI via SHINDKHEDA	BRDISD	LMKAI
104373	SANGAMNER to PEMGIRI via NANDURI	SMR	PMIISAR
104374	PEMGIRI to SANGAMNER via NANDURI	PMIISAR	SMR
104375	SHIVAJI NAGAR PUNE to KOLPEWADI via SANGAMNER	SNGR	KLPD
104377	AHMEDNAGAR MALIWADA to KOLPEWADI via ZAGADE FATA	ANGRMWD	KLPD
104378	KOLPEWADI to AHMEDNAGAR MALIWADA via ZAGADE FATA	KLPD	ANGRMWD
104379	MANTRALAYA to PAWAR NAGAR	MANT	PWARNG
104380	MANTRALAYA to VRINDAVAN SOCIETY	MANT	VDANSE
104383	BARAMATI to COLLEGE	BMT	CLEE
104384	COLLEGE to BARAMATI	CLEE	BMT
104385	BARAMATI to COLLEGE via KATFAL	BMT	CLEE
104386	COLLEGE to BARAMATI via KATFAL	CLEE	BMT
104389	MAHAGAON to DONGARGAON via FULSAWANGI	MHGN	DONGRN
104390	DONGARGAON to MAHAGAON via FULSAWANGI	DONGRN	MHGN
104391	PANDHARPUR to GANGAPUR via DUDHANI	PPR	GNGPR
104393	PANDHARPUR to CHEDGAON via AHMEDNAGAR MALIWADA	PPR	CEGO
104394	CHEDGAON to PANDHARPUR via AHMEDNAGAR MALIWADA	CEGO	PPR
104397	KURHAD to PACHORA via BILDI	KRHD	PCH
104398	PACHORA to KURHAD via BILDI	PCH	KRHD
104399	KURHAD to PACHORA via SARVE	KRHD	PCH
104400	PACHORA to KURHAD via SARVE	PCH	KRHD
104401	DEGLOOR to HYDERABAD via BICHKUNDA	DGLR	HYBD
104402	HYDERABAD to DEGLOOR via BICHKUNDA	HYBD	DGLR
104407	PHALTAN to MANEWADI via TARDAF	PHL	MNAHK
104408	MANEWADI to PHALTAN via TARDAF	MNAHK	PHL
104409	AURANGABAD to BRAHANPUR via RAVER	AWBCBS	BRHNPRM
104410	BRAHANPUR to AURANGABAD via RAVER	BRHNPRM	AWBCBS
104411	SONPETH to VITA	SNPT	VTSP
104412	VITA to SONPETH	VTSP	SNPT
104413	LASALGAON to ALANGUN via VANI	LGN	ALNGN
104414	ALANGUN to LASALGAON via VANI	ALNGN	LGN
104415	DAHANU to SARAPPADA via KAINAD FATA	DHN	SRPPDAPT
104416	SARAPPADA to DAHANU via KAINAD FATA	SRPPDAPT	DHN
104419	DHULE to SATANA via MHASADI	DHL	STNA
104420	SATANA to DHULE via MHASADI	STNA	DHL
104421	BHANDARA to BHUGAON via MIREGAON	BHN	BUAOLB
104422	BHUGAON to BHANDARA via MIREGAON	BUAOLB	BHN
104423	BHANDARA to POHARA	BHN	PHRALB
104424	POHARA to BHANDARA	PHRALB	BHN
104427	GONDIA to KASA	GND	KASAG
104433	YEVATI to MOHOL via PAPARI	YTI	MHL
104434	OSMANABAD to KAMALAPUR via KANGARA X RD.	OSM	KAAP
104435	KAMALAPUR to OSMANABAD via KANGARA X RD.	KAAP	OSM
104438	SANGLI to KUMTHE	SGL	KMHUTSA
104440	KUMTHE to SANGLI	KMHUTSA	SGL
104446	ALFONSA to KUPWAD via DARGA	ALOMRS	KUPWADMSN
104449	ALFONSA to YASHWANT NAGAR via DARGA	ALOMRS	YHNTNGMSN
104458	VENUTAI SCHOOL to SHARA VAIBHAV	VNTLSCL	SHRVBV
104459	SHARA VAIBHAV to VENUTAI SCHOOL	SHRVBV	VNTLSCL
104463	ERANDOL to PIMPRI VILLAGE	ERDL	PMRDJAL
104464	PIMPRI VILLAGE to ERANDOL	PMRDJAL	ERDL
104467	AHMEDNAGAR MALIWADA to RUI CHATISHI via WADGAON TADALI	ANGRMWD	RICAI
104468	RUI CHATISHI to AHMEDNAGAR MALIWADA via WADGAON TADALI	RICAI	ANGRMWD
104469	AHMEDNAGAR MALIWADA to WADGAON TADALI via RUI CHATISHI	ANGRMWD	WDANT
104470	WADGAON TADALI to AHMEDNAGAR MALIWADA via RUI CHATISHI	WDANT	ANGRMWD
104471	DAPOLI to MANDANGAD via MAHAD	DPL	MNGD
104472	MANDANGAD to DAPOLI via MAHAD	MNGD	DPL
104480	SAKOLI to KHODSEONI via SAUNDAD	SKL	KOSESG
104481	KHODSEONI to SAKOLI via SAUNDAD	KOSESG	SKL
104482	BUDHGAON COLLEGE to KHOTWADI	BUHMRS	KHTDIMSN
104483	DHARANGAON to JALGAON via KALYANE HOL	DHRNGN	JLG
104484	JALGAON to DHARANGAON via KALYANE HOL	JLG	DHRNGN
104485	TARAKPUR to GANGAPUR via SOLAPUR	TKPR	GNGPR
104486	GANGAPUR to TARAKPUR via SOLAPUR	GNGPR	TKPR
104487	KOLHAPUR to PANJIM via UTTUR	KLPCBS	PNJM
104488	PANJIM to KOLHAPUR via UTTUR	PNJM	KLPCBS
104489	JALGAON T POINT to RAILWAY STATION via KRANTI CHOWK	JLGTPAW	RLWSTON
