ROUTE_NO	ROUTE_NAME	FROM_STOP_CD	TILL_STOP_CD
902	PUNE RLY. STN. to GUHAGAR	PNESTN	GHR
904	BORIVALI NANCY COLONY to GUHAGAR	BVINC	GHR
906	BHANDUP to GUHAGAR	BHNDP	GHR
908	MUMBAI CENTRAL to BAHIRAVALI PANHALJE	MCT	BHPNK
910	MUMBAI CENTRAL to KHED	MCT	KHD
911	CHINCHWAD to CHORAVNE NIVE	CNWD	NIVE
915	BORIVALI NANCY COLONY to LANJA	BVINC	LNJ
918	BORIVALI NANCY COLONY to RAJAPUR	BVINC	RJP
921	BORIVALI NANCY COLONY to RATNAGIRI	BVINC	RTN
926	BORIVALI NANCY COLONY to UTTAMBAR ADE	BVINC	UMA
934	BORIVALI NANCY COLONY to KHED	BVINC	KHD
941	BORIVALI NANCY COLONY to DAPOLI via PALGAD	BVINC	DPL
949	BORIVALI NANCY COLONY to DEVACHEGOTHANE	BVINC	DGNE
951	BHAYANDER to DAPOLI	BYDR	DPL
952	CHINCHWAD to DEORUKH	CNWD	DRK
955	SWARGATE, PUNE to GUHAGAR	SWR	GHR
956	CHINCHWAD to KHED	CNWD	KHD
958	SWARGATE, PUNE to KHED	SWR	KHD
961	PUNE RLY. STN. to RATNAGIRI	PNESTN	RTN
963	MUMBAI CENTRAL to AMBOLGAD GAGANGIRI MATH	MCT	AMOG
964	MUMBAI CENTRAL to RATNAGIRI	MCT	RTN
966	MUMBAI CENTRAL to JAIGAD BANDAR	MCT	JGBN
969	SWARGATE, PUNE to GANPATIPULE via SHIRWAL	SWR	GTPL
975	NAGPUR to SHIVAJI NAGAR PUNE	NGPCBS	SNGR
976	NAGPUR to PANDHARPUR	NGPCBS	PPR
978	NAGPUR to AURANGABAD	NGPCBS	AWBCBS
979	NAGPUR to SHIRDI	NGPCBS	SRDI
980	NAGPUR to BHOKARBADI	NGPCBS	BKDID
981	NAGPUR to AMBAJOGAI	NGPCBS	ABJ
983	NAGPUR to AKOLA via VYAHAD	NGPCBS	AKLCBS
984	NAGPUR to AMRAVATI	NGPCBS	AMT
987	NAGPUR to BELA	NGPCBS	BELAQ
989	NAGPUR to TAKALGHAT via KHAPARI	NGPCBS	TLHT
990	NAGPUR to HYDERABAD	NGPCBS	HYBD
991	NAGPUR to SIRONCHA	NGPCBS	SRNCH
993	NAGPUR to RAJURA	NGPCBS	RJRA
994	NAGPUR to CHANDRAPUR via WARORA	NGPCBS	CHN
995	NAGPUR to ADILABAD	NGPCBS	ADAP
996	NAGPUR to AHERI	NGPCBS	AHR
997	NAGPUR to MUL via HETI	NGPCBS	MUL
998	NAGPUR to GADCHIROLI via HETI	NGPCBS	GDC
999	NAGPUR to RAIPUR	NGPCBS	RPR
1000	NAGPUR to RAJNANDGAON	NGPCBS	RBNON
1001	NAGPUR to LALBARRA	NGPCBS	LRRA
1002	NAGPUR to BALAGAHAT	NGPCBS	BGGAT
1003	NAGPUR to GONDIA	NGPCBS	GND
1005	NAGPUR to SEONI	NGPCBS	SEMP
1006	NAGPUR to PACHMADI	NGPCBS	PSHDI
1007	NAGPUR to MOHGAON	NGPCBS	MOGON
1008	NAGPUR to LODHIKHEDA	NGPCBS	LKDA
1009	NAGPUR to RAMTEK	NGPCBS	RTK
1010	NAGPUR to HINGANA via KHAPARI	NGPCBS	HNG
1011	NAGPUR to GUMGAON	NGPCBS	GUGON
1013	NAGPUR to AHERI via YENAPUR	NGPCBS	AHR
1014	NAGPUR to PARSHIVANI via LIBERITI	NGPCBS	PRSV
1015	NAGPUR to CHINDWARA	NGPCBS	CNRA
1016	NAGPUR to INDORE	NGPCBS	INDR
1017	NAGPUR to SIRONCHA via GADCHIROLI	NGPCBS	SRNCH
1019	NAGPUR to BERADI	NGPCBS	BRDMP
1023	YAVATMAL to CHINCHWAD	YTL	CNWD
1024	UMARKHED to CHINCHWAD	UKHD	CNWD
1030	AMRAVATI to AURANGABAD via BALAPUR	AMT	AWBCBS
1031	AMRAVATI to JALNA	AMT	JLN
1032	AMRAVATI to NANDED via BADNERA	AMT	NND
1033	AMRAVATI to BETUL	AMT	BTL
1034	AMRAVATI to BURHANPUR	AMT	BUAUR
1035	AMRAVATI to MAHUR	AMT	MHR
1036	AMRAVATI to PARATWADA via ASEGAON	AMT	PTD
1037	AMRAVATI to YAVATMAL	AMT	YTL
1039	AMRAVATI to YAVATMAL via CHANDUR RAILWAY	AMT	YTL
1040	AMRAVATI to SHEGAON via AKOLA	AMT	SGN
1041	AMRAVATI to AKOLA	AMT	AKLCBS
1042	AMRAVATI to WARDHA	AMT	WRD
1043	AMRAVATI to DHARNI via SEMADOH	AMT	DRN
1050	AMRAVATI to UMBARDA	AMT	UMADA
1051	AMRAVATI to SELU BAZAR	AMT	SLBZ
1052	AMRAVATI to WATHODA SHUKLESHWAR.	AMT	WDSK
1053	KASBEGAVAN to ANJANGAON SURJI via JAWLA BUDRUK	KGVN	ANJGN
1054	AMRAVATI to DADHI	AMT	DADHI
1055	AMRAVATI to NANDEDA	AMT	NNDDA
1056	AMRAVATI to TAKARKHEDA	AMT	TRDAB
1057	AMRAVATI to WALGAON	AMT	WALON
1059	AMRAVATI to PANDHARPUR	AMT	PPR
1066	AMRAVATI to NAGPUR via JARUD	AMT	NGPCBS
1067	AMRAVATI to NAGPUR	AMT	NGPCBS
1068	AMRAVATI to SONALI via DADHI	AMT	SNLI
1069	AMRAVATI to CHANDUR BAZAR via CHINCHOLI KALE	AMT	CHBZR
1070	AMRAVATI to KHED - N.C.D-	AMT	KEMA
1071	AMRAVATI to ANJANGAON SURJI	AMT	ANJGN
1072	AMRAVATI to TAPOWANESHWAR	AMT	TWWR
1073	AMRAVATI to DHAMANGAON via VIRUL	AMT	DMGN
1074	AMRAVATI to DHAMANGAON via TIWARA	AMT	DMGN
1076	AMRAVATI to SAUR	AMT	SAUR
1077	DHARNI to RATANAPUR via GONDWADI	DRN	RATN
1078	AMRAVATI to TIWASA	AMT	TWS
1081	DHARNI to KHOPAMAR	DRN	KHPMR
1083	AMRAVATI to CHIKHALI via KHAMGAON	AMT	CKL
1084	AMRAVATI to ANJANGAON SURJI via KASBEGAVAN	AMT	ANJGN
1085	AMRAVATI to WAKI	AMT	WAKIB
1087	CHINCHWAD to MALKAPUR via RANJANGAON	CNWD	MLKBLD
1090	CHINCHWAD to JALGAON JAMOD via NADURA	CNWD	JLGJ
1092	SHIVAJI NAGAR PUNE to BULDHANA via JALNA	SNGR	BLD
1093	SHIVAJI NAGAR PUNE to BULDHANA via SILLOD	SNGR	BLD
1094	MUMBAI CENTRAL to CHIKHALI via CHALISGAON	MCT	CKL
1096	SHEGAON to PANDHARPUR via JANEFAL	SGN	PPR
1097	MUMBAI CENTRAL to KHAPAR	MCT	KHAP
1098	MUMBAI CENTRAL to SHAHADA via SION	MCT	SHHD
1100	MUMBAI CENTRAL to NANDURBAR	MCT	NBR
1102	SHIVAJI NAGAR PUNE to INDORE via MANCHAR	SNGR	INDR
1103	SHIVAJI NAGAR PUNE to SHIRPUR	SNGR	SPR
1104	SHIVAJI NAGAR PUNE to DHULE via SHIRUR	SNGR	DHL
1105	SHIVAJI NAGAR PUNE to SHINDKHEDA	SNGR	SNDK
1107	KALYAN to SAKRI	KLN	SKR
1108	KALYAN to NANDURBAR	KLN	NBR
1111	SHIVAJI NAGAR PUNE to DHULE via SANGAMNER	SNGR	DHL
1112	SHIVAJI NAGAR PUNE to NANDURBAR via BABHALESHWAR	SNGR	NBR
1114	BORIVALI NANCY COLONY to SHINDKHEDA via KASHIGAON	BVINC	SNDK
1115	SHIVAJI NAGAR PUNE to NANDURBAR via DAPODI	SNGR	NBR
1116	SHIVAJI NAGAR PUNE to NAVAPUR	SNGR	NVR
1117	PANDHARPUR to NANDURBAR	PPR	NBR
1119	DOMBIVALI to JALGAON	DMBL	JLG
1120	PAREL to JALGAON	PRL	JLG
1121	SHIVAJI NAGAR PUNE to CHOPADA via DHULE	SNGR	CPD
1123	SHIVAJI NAGAR PUNE to RAVER	SNGR	RVR
1124	SHIVAJI NAGAR PUNE to JALGAON	SNGR	JLG
1125	CHINCHWAD to MUKTAI NAGAR	CNWD	MKTN
1126	MUKTAI NAGAR to PANDHARPUR	MKTN	PPR
1127	CHINCHWAD to PACHORA	CNWD	PCH
1128	CHINCHWAD to YAWAL	CNWD	YWL
1129	CHINCHWAD to YAWAL via JAMNER	CNWD	YWL
1130	AMBAD to SHIVAJI NAGAR PUNE via PAITHAN	ABD	SNGR
1133	SHIVAJI NAGAR PUNE to AMBAD via JALNA	SNGR	ABD
1135	DEGLOOR to PANDHARPUR via UDGIR	DGLR	PPR
1137	KURLA NEHRU NAGAR to BILOLI via LONAVALA	KNN	BILO
1138	KURLA NEHRU NAGAR to DEGLOOR via YAVAT	KNN	DGLR
1142	BORIVALI NANCY COLONY to NASIK CBS	BVINC	NSKCBS
1143	SHIVAJI NAGAR PUNE to NASIK CBS	SNGR	NSKCBS
1144	SHIVAJI NAGAR PUNE to IGATPURI	SNGR	IGT
1145	SHIVAJI NAGAR PUNE to KALWAN via BYTCO	SNGR	KWN
1146	SHIVAJI NAGAR PUNE to LASALGAON	SNGR	LGN
1147	PANDHARPUR to MALEGAON via KARMALA	PPR	MLG
1148	SHIVAJI NAGAR PUNE to MALEGAON via MANMAD	SNGR	MLG
1149	SHIVAJI NAGAR PUNE to MALEGAON via KIRKEE RLY. STN.	SNGR	MLG
1150	SHIVAJI NAGAR PUNE to MANMAD via LONIKHANDA	SNGR	MMD
1151	SHIVAJI NAGAR PUNE to NANDGAON	SNGR	NNG
1152	SHIVAJI NAGAR PUNE to PETH via DAPODI RLY. STN.	SNGR	PETH
1153	SHIVAJI NAGAR PUNE to YEOLA via LONIKHANDA	SNGR	YLA
1154	SHIVAJI NAGAR PUNE to SATANA	SNGR	STNA
1155	PANDHARPUR to NASIK CBS	PPR	NSKCBS
1156	CHINCHWAD to YEOLA	CNWD	YLA
1157	PAREL to NASIK CBS	PRL	NSKCBS
1159	BORIVALI NANCY COLONY to SHIRDI via BHIVANDI	BVINC	SRDI
1162	DAHANU to SWARGATE, PUNE via THANE VANDANA	DHN	SWR
1164	NALASOPARA to SWARGATE, PUNE via LONAVALA	NSP	SWR
1165	VASAI to SWARGATE, PUNE	VSI	SWR
1166	PALGHAR to SWARGATE, PUNE via THANE VANDANA	PGR	SWR
1167	MUMBAI CENTRAL to GANGAKHED via KAIJ	MCT	GNKD
1168	MUMBAI CENTRAL to HINGOLI	MCT	HNGL
1169	MUMBAI CENTRAL to PARBHANI via JALNA	MCT	PBN
1170	PARBHANI to SHIVAJI NAGAR PUNE	PBN	SNGR
1171	VAIJAPUR to SHIVAJI NAGAR PUNE via SANGAMNER	VJP	SNGR
1172	SOYGAON to CHINCHWAD	SYGN	CNWD
1175	MUMBAI CENTRAL to TARAKPUR	MCT	TKPR
1176	KURLA NEHRU NAGAR to JAMKHED	KNN	JMKD
1177	MUMBAI CENTRAL to JAMKHED via KOKAN BHAVAN	MCT	JMKD
1181	MUMBAI CENTRAL to PARNER via BYCULLA RLY. STN.	MCT	PRNR
1182	MUMBAI CENTRAL to PARNER via LONAVALA	MCT	PRNR
1183	MUMBAI CENTRAL to PARNER via VIKROLI	MCT	PRNR
1184	MUMBAI CENTRAL to PARNER via CHAKAN	MCT	PRNR
1186	PAREL to PARNER via GHATKOPAR	PRL	PRNR
1188	MUMBAI CENTRAL to PATHARDI via AHMEDNAGAR MALIWADA	MCT	PTRD
1189	MUMBAI CENTRAL to SHEVGAON via MAITRI PARK	MCT	SHVG
1190	MUMBAI CENTRAL to SANGAMNER	MCT	SMR
1193	SHIVAJI NAGAR PUNE to AKOLE	SNGR	AKLE
1194	SHIVAJI NAGAR PUNE to RAJUR	SNGR	RJR
1195	SHIVAJI NAGAR PUNE to JAMKHED	SNGR	JMKD
1196	SWARGATE, PUNE to JAMKHED	SWR	JMKD
1199	SWARGATE, PUNE to KARJAT	SWR	KRJNGR
1201	SHIVAJI NAGAR PUNE to NEVASA	SNGR	NVS
1203	PANDHARPUR to PATHARDI	PPR	PTRD
1204	SHIVAJI NAGAR PUNE to PATHARDI via KAMAGAON	SNGR	PTRD
1206	SHIVAJI NAGAR PUNE to SHEVGAON via BARAV	SNGR	SHVG
1207	SHIVAJI NAGAR PUNE to SHEVGAON	SNGR	SHVG
1208	PANDHARPUR to SANGAMNER via KARMALA	PPR	SMR
1210	SHIVAJI NAGAR PUNE to SHRIRAMPUR via KAREGAON	SNGR	SMPR
1211	SWARGATE, PUNE to SHRIGONDA	SWR	SRGD
1214	KURLA NEHRU NAGAR to AMBAJOGAI via PANVEL	KNN	ABJ
1221	MUMBAI CENTRAL to GEORAI via SHEVGAON	MCT	GVI
1222	MUMBAI CENTRAL to MAJALGAON via SHEVGAON	MCT	MJL
1223	MUMBAI CENTRAL to MAJALGAON	MCT	MJL
1224	BORIVALI NANCY COLONY to PARALI	BVINC	PRLI
1225	MUMBAI CENTRAL to PARALI via HOAL	MCT	PRLI
1227	KURLA NEHRU NAGAR to CHOUSALA via ASHTI	KNN	CHSL
1229	PARALI to KALYAN	PRLI	KLN
1231	SWARGATE, PUNE to ASHTI via LONI RLY. STN.	SWR	ASTI
1234	CHINCHWAD to BEED	CNWD	BEED
1237	DHARUR to PANDHARPUR via BARSHI	DRR	PPR
1241	SHIVAJI NAGAR PUNE to GEORAI via SHIRUR	SNGR	GVI
1242	CHINCHWAD to MAJALGAON NEW STAND	CNWD	MNS
1243	MAJALGAON to PANDHARPUR	MJL	PPR
1245	SHIVAJI NAGAR PUNE to PARALI	SNGR	PRLI
1246	SHIVAJI NAGAR PUNE to BEED via ASHTI	SNGR	BEED
1249	MUMBAI CENTRAL to GEORAI via PATHARDI	MCT	GVI
1250	GEORAI to ALANDI	GVI	ALND
1251	BHAYANDER to CHANDGAD	BYDR	CHD
1253	PAREL to CHANDGAD	PRL	CHD
1254	PAREL to NESARI	PRL	NESARI
1255	PAREL to PARGAD	PRL	PRGD
1257	MUMBAI CENTRAL to LINGNOOR	MCT	LIGOR
1260	PAREL to AJARA via BHADVAN	PRL	AJR
1262	PAREL to UTTUR	PRL	UTR
1263	BORIVALI NANCY COLONY to GAGANBAWDA	BVINC	GBD
1265	PAREL to PATGAON	PRL	PTGN
1266	MUMBAI CENTRAL to ICHALKARANJI	MCT	ICHL
1267	PAREL to AJARA via UTTUR	PRL	AJR
1269	BORIVALI NANCY COLONY to KOLHAPUR	BVINC	KLPCBS
1270	MUMBAI CENTRAL to KOLHAPUR	MCT	KLPCBS
1271	PAREL to AJARA via HAJGOLI KHURD	PRL	AJR
1272	PAREL to KOLHAPUR	PRL	KLPCBS
1274	PAREL to MALKAPUR	PRL	MLKKLP
1275	PAREL to RADHANAGARI via N. M. JOSHI MARG	PRL	RDHN
1276	PAREL to RADHANAGARI via BACHANI	PRL	RDHN
1277	KURLA NEHRU NAGAR to SAMBHAJINAGAR	KNN	SBN
1278	MUMBAI CENTRAL to SAMBHAJINAGAR	MCT	SBN
1279	CHINCHWAD to AJARA	CNWD	AJR
1280	CHINCHWAD to ICHALKARANJI	CNWD	ICHL
1281	SWARGATE, PUNE to ICHALKARANJI	SWR	ICHL
1282	CHINCHWAD to GARGOTI via KOLHAPUR	CNWD	GRT
1283	PANDHARPUR to GARGOTI	PPR	GRT
1284	PUNE RLY. STN. to KAGAL	PNESTN	KGL
1285	SWARGATE, PUNE to HUBLI	SWR	HBL
1286	SWARGATE, PUNE to KAGAL	SWR	KGL
1287	PUNE RLY. STN. to KOLHAPUR	PNESTN	KLPCBS
1288	PUNE RLY. STN. to KURUNDWAD	PNESTN	KNWD
1289	PUNE RLY. STN. to RADHANAGARI	PNESTN	RDHN
1290	NIGADI to KAGAL	NGDH	KGL
1291	SWARGATE, PUNE to RADHANAGARI	SWR	RDHN
1292	PUNE RLY. STN. to SAMBHAJINAGAR	PNESTN	SBN
1295	PAREL to KOWAD	PRL	KWDCK
1297	THANE CBS to KOLHAPUR	THNCBS	KLPCBS
1298	BHIVANDI to ICHALKARANJI	BVD	ICHL
1300	PUNE RLY. STN. to DADAR EAST	PNESTN	DDRE
1302	PUNE RLY. STN. to DADAR EAST via CHINCHWAD	PNESTN	DDRE
1305	SWARGATE, PUNE to MUMBAI CENTRAL via CHINCHWAD	SWR	MCT
1308	KALYAN to SHIVAJI NAGAR PUNE via ALEPHATA	KLN	SNGR
1311	PANDHARPUR to AKOLA	PPR	AKLCBS
1312	BHIVANDI to RATNAGIRI via KHED	BVD	RTN
1315	PANDHARPUR to AMRAVATI	PPR	AMT
1321	PANDHARPUR to RISOD	PPR	RSD
1330	NIGADI to VENGURLE via AJARA	NGDH	VNG
1335	SWARGATE, PUNE to THANE CBS via VANAJ	SWR	THNCBS
1336	SWARGATE, PUNE to SHAHAPUR	SWR	SHPR
1338	SWARGATE, PUNE to WADA	SWR	WADA
1341	PANDHARPUR to SHAHAPUR	PPR	SHPR
1343	DADAR EAST to PUNE RLY. STN. via CHINCHWAD	DDRE	PNESTN
1346	SHIVAJI NAGAR PUNE to AMBAD via PAITHAN	SNGR	ABD
1348	SWARGATE, PUNE to NALASOPARA	SWR	NSP
1349	PANDHARPUR to JAWHAR via KALYAN	PPR	JWR
1353	PANDHARPUR to GEORAI	PPR	GVI
1354	SWARGATE, PUNE to DAHANU via THANE RLY. STN.	SWR	DHN
1355	PANDHARPUR to MAJALGAON	PPR	MJL
1356	PANDHARPUR to NAGPUR	PPR	NGPCBS
1357	SWARGATE, PUNE to VASAI	SWR	VSI
1359	CHINCHWAD to AUSA	CNWD	AUSA
1361	LATUR to PANDHARPUR via DHOKI	LTR	PPR
1362	CHINCHWAD to NILANGA	CNWD	NLG
1364	CHINCHWAD to AHMADPUR via LATUR	CNWD	APR
1365	CHINCHWAD to AHMADPUR via KALAMB	CNWD	APR
1366	NILANGA to PANDHARPUR	NLG	PPR
1367	NILANGA to BHIVANDI	NLG	BVD
1368	MUMBAI CENTRAL to NILANGA	MCT	NLG
1369	BORIVALI NANCY COLONY to UDGIR	BVINC	UDG
1371	SHIVAJI NAGAR PUNE to KANNAD	SNGR	KND
1375	SHIVAJI NAGAR PUNE to LATUR	SNGR	LTR
1380	SWARGATE, PUNE to THANE VANDANA via TURBE NAKA	SWR	THNVND
1382	PANDHARPUR to MUKTAI NAGAR	PPR	MKTN
1383	SHIVAJI NAGAR PUNE to SAKRI via DAPODI	SNGR	SKR
1384	SHIVAJI NAGAR PUNE to PARBHANI via TISGAON	SNGR	PBN
1385	MUMBAI CENTRAL to AKKALKUWA via NANDURBAR	MCT	AKKW
1387	SHIVAJI NAGAR PUNE to PUSAD	SNGR	PSD
1388	CHINCHWAD to UMARKHED	CNWD	UKHD
1389	CHINCHWAD to YAVATMAL	CNWD	YTL
1391	PANDHARPUR to LATUR	PPR	LTR
1392	PANDHARPUR to NILANGA	PPR	NLG
1393	PUNE RLY. STN. to RATNAGIRI via KOLHAPUR	PNESTN	RTN
1394	PAREL to SHIRDI via NASIK CBS	PRL	SRDI
1395	DADAR EAST to SHIRDI via NASIK CBS	DDRE	SRDI
1396	PANDHARPUR to SHEVGAON	PPR	SHVG
1397	SHIVAJI NAGAR PUNE to SOYGAON	SNGR	SYGN
1400	PANDHARPUR to SWARGATE, PUNE	PPR	SWR
1401	PANDHARPUR to SWARGATE, PUNE via MALSHIRAS	PPR	SWR
1402	PANDHARPUR to JUNNAR NEW	PPR	JNNW
1403	PANDHARPUR to MUMBAI CENTRAL	PPR	MCT
1404	PANDHARPUR to MUMBAI CENTRAL via PHALTAN	PPR	MCT
1411	SWARGATE, PUNE to PALGHAR via WADA	SWR	PGR
1412	SWARGATE, PUNE to JAWHAR via KALYAN	SWR	JWR
1413	PAREL to ACHARA BANDAR	PRL	ACBR
1416	PAREL to AACHARA LINGDAAL	PRL	ACH
1418	SHIVAJI NAGAR PUNE to BASMAT via BARSHI	SNGR	BSMT
1420	BORIVALI SUKURWADI to PAITHAN	BVISWD	PTHN
1421	SHIVAJI NAGAR PUNE to PAITHAN	SNGR	PTHN
1423	BORIVALI NANCY COLONY to PUNE RLY. STN. via THANE VANDANA	BVINC	PNESTN
1424	PUNE RLY. STN. to BORIVALI NANCY COLONY via THANE VANDANA	PNESTN	BVINC
1426	SHIVAJI NAGAR PUNE to GANGAKHED via JAMKHED	SNGR	GNKD
1427	PAREL to BARAMATI via MORGAON	PRL	BMT
1430	PANVEL to THANE RLY. STN.	PNL	THNRLY
1431	RETI BANDAR to PANVEL	RTBN	PNL
1432	DADAR EAST to PANVEL	DDRE	PNL
1433	DADAR EAST to KURLA NEHRU NAGAR	DDRE	KNN
1434	KURLA NEHRU NAGAR to DADAR EAST	KNN	DDRE
1435	DOMBIVALI to PANVEL	DMBL	PNL
1437	HIKAL CO. to PANVEL	HKC	PNL
1440	GHOTGAON to PANVEL	GHTON	PNL
1441	SAI to PANVEL	SAI	PNL
1443	DUDHANI to PANVEL	DDHN	PNL
1444	NHAVA to PANVEL	NHAVA	PNL
1445	GAVAN to PANVEL	GVN	PNL
1446	APATA to PANVEL via SAVALE NO.2	APATA	PNL
1447	PANVEL to DADAR EAST	PNL	DDRE
1448	PANVEL to BELAPUR RLY. STN.	PNL	BEAU
1449	PANVEL to VASHI HIGHWAY	PNL	VSHIHG
1450	VASHI HIGHWAY to PANVEL	VSHIHG	PNL
1451	MORBA to PANVEL	MRBA	PNL
1452	DUNDRA to PANVEL	DNDRA	PNL
1453	JAMBHIVALI to PANVEL	JAHLI	PNL
1454	VAJE to PANVEL	VAJE	PNL
1455	VAVANJE to PANVEL	VVNJE	PNL
1458	MOTHI JUI to PANVEL	MTJ	PNL
1459	KHOPATA to PANVEL	KHOTA	PNL
1460	KELAVANE to PANVEL	KEANE	PNL
1461	AWARE to PANVEL	AWRE	PNL
1464	PANVEL to ULWA	PNL	ULWA
1465	PANVEL to COLLEGE	PNL	CLLGE
1466	PANVEL to BHATAN	PNL	BTN
1467	PANVEL to THAKURWADI	PNL	TKRWD
1469	NASIK CBS to BORIVALI NANCY COLONY	NSKCBS	BVINC
1470	NASIK CBS to SHIVAJI NAGAR PUNE	NSKCBS	SNGR
1471	IGATPURI to SHIVAJI NAGAR PUNE	IGT	SNGR
1472	KALWAN to SHIVAJI NAGAR PUNE	KWN	SNGR
1473	LASALGAON to SHIVAJI NAGAR PUNE	LGN	SNGR
1474	MALEGAON to PANDHARPUR	MLG	PPR
1475	MALEGAON to SHIVAJI NAGAR PUNE	MLG	SNGR
1476	MALEGAON to SHIVAJI NAGAR PUNE via MANMAD	MLG	SNGR
1477	MANMAD to SHIVAJI NAGAR PUNE	MMD	SNGR
1478	NANDGAON to SHIVAJI NAGAR PUNE via BHOSARI	NNG	SNGR
1479	PETH to SHIVAJI NAGAR PUNE	PETH	SNGR
1480	YEOLA to SHIVAJI NAGAR PUNE	YLA	SNGR
1481	SATANA to SHIVAJI NAGAR PUNE	STNA	SNGR
1482	NASIK CBS to PANDHARPUR	NSKCBS	PPR
1483	YEOLA to CHINCHWAD	YLA	CNWD
1484	NASIK CBS to PAREL	NSKCBS	PRL
1485	SHIVAJI NAGAR PUNE to AURANGABAD	SNGR	AWBCBS
1486	SATARA to MUMBAI CENTRAL	STR	MCT
1487	BHIVANDI to MUMBAI CENTRAL via SAIBABA MANDIR	BVD	MCT
1493	SOLAPUR to NASIK CBS	SLP	NSKCBS
1496	NASIK CBS to SOLAPUR	NSKCBS	SLP
1497	NASIK CBS to MANTRALAYA	NSKCBS	MANT
1499	AURANGABAD to AMRAVATI	AWBCBS	AMT
1500	NAGPUR to AMRAVATI	NGPCBS	AMT
1505	NASIK CBS to JALGAON	NSKCBS	JLG
1506	NASIK CBS to VAPI	NSKCBS	VAPIG
1507	NASIK CBS to INDORE	NSKCBS	INDR
1508	NASIK CBS to SHEGAON	NSKCBS	SGN
1509	NASIK CBS to AKOLA via VADALI BHOI	NSKCBS	AKLCBS
1510	NASIK CBS to CHOPADA	NSKCBS	CPD
1511	AHMEDNAGAR MALIWADA to NASIK CBS	ANGRMWD	NSKCBS
1512	NASIK CBS to SHANISHINGANAPUR	NSKCBS	SNSGPR
1514	NASIK CBS to AHMEDNAGAR MALIWADA	NSKCBS	ANGRMWD
1515	PANVEL to JUI KAMOTHE	PNL	JIKMTHE
1519	SWARGATE, PUNE to DADAR EAST	SWR	DDRE
1529	DADAR EAST to URAN via URAN	DDRE	URN
1531	PAREL to PANDHARPUR	PRL	PPR
1532	PANDHARPUR to SWARGATE, PUNE via SHIRWAL	PPR	SWR
1533	BELAPUR RLY. STN. to URAN	BEAU	URN
1534	JUI KAMOTHE to PANVEL	JIKMTHE	PNL
1535	ULWA to PANVEL	ULWA	PNL
1536	COLLEGE to PANVEL	CLLGE	PNL
1537	BHATAN to PANVEL	BTN	PNL
1550	SHIRDI to MUMBAI CENTRAL	SRDI	MCT
1556	PANVEL to SARSAI	PNL	SARSAI
1557	PANVEL to SAVANE via CHAMBHARLI	PNL	SVNE
1558	PANVEL to VASHIVALI via DAND FATA	PNL	VASV
1559	PANVEL to VASHENI via SAI FATA	PNL	VSHNI
1560	PANVEL to VADAGAON	PNL	VAAON
1561	PANVEL to LOP via DAND FATA	PNL	LOP
1562	PANVEL to TALAVALI via DAND FATA	PNL	TLVLK
1563	DOMBIVALI to HIKAL CO.	DMBL	HKC
1567	PANVEL to ASC COLLEGE via PODI SHALA	PNL	ASCCOL
1617	URAN to ALIBAG	URN	ALB
1619	URAN to KELVANE	URN	KLVNEP
1620	URAN to AWARE	URN	AWRE
1621	URAN to PEN	URN	PEN
1622	URAN to KHARPADA	URN	KHPDP
1623	URAN to PANVEL	URN	PNL
1624	URAN to FUNDE HIGH SCHOOL	URN	FHS
1628	URAN to URAN	URN	URN
1629	URAN to KARJAT	URN	KJT
1630	PANVEL to JUI NAGAR	PNL	JUING
1631	KELVANE to DADAR EAST	KLVNEP	DDRE
1632	AWARE to BORIVALI SUKURWADI	AWRE	BVISWD
1633	URAN to VASHI DEPOT	URN	VSHI
1634	URAN to JUI NAGAR	URN	JUING
1635	URAN to BORIVALI SUKURWADI	URN	BVISWD
1636	URAN to BORKHAR	URN	BRKHR
1637	URAN to VIDHANE	URN	VDHNE
1638	PANVEL to BORIVALI SUKURWADI	PNL	BVISWD
1639	PANVEL to TAKIGAON	PNL	TAION
1641	URAN to NAVHA	URN	NVHA
1642	PANVEL to NAD	PNL	NDQ
1646	URAN to KALYAN	URN	KLN
1647	NHAVA to DADAR EAST	NHAVA	DDRE
1648	PANVEL to KALAMBOLI	PNL	KMLI
1649	KALAMBOLI to COLLEGE	KMLI	CLLGE
1650	C.W.C. to KOPARKHAIRNE	CWCU	KINE
1652	DADAR EAST to C.W.C.	DDRE	CWCU
1654	PANVEL to PALASPE GAON	PNL	PSPEGN
1655	PANVEL to SHIVKAR MOHA	PNL	SHVRMH
1656	PANVEL to SHIRDHON	PNL	SDHN
1657	PANVEL to CHINCHVAN	PNL	CNVN
1658	PANVEL to SHANTIVAN	PNL	SHTVAN
1659	PANVEL to MAJKUR	PNL	MAJKUR
1660	GAVAN to BELAPUR RLY. STN.	GVN	BEAU
1661	PANVEL to CHINDRAN	PNL	CNDRN
1662	PANVEL to MALDUNGA	PNL	MALDUNGA
1663	PANVEL to NITLAS	PNL	NTLS
1664	PANVEL to RASAYANI	PNL	RSYNI
1665	PANVEL to GULSUNDE	PNL	GUSDEP
1666	PANVEL to BADA PADA	PNL	BDPD
1667	PANVEL to MOHPADA	PNL	MOHPADA
1668	PANVEL to VASHIVALI via SAWALA GAON	PNL	VASV
1669	NHAVA to BELAPUR RLY. STN.	NHAVA	BEAU
1670	BELAPUR RLY. STN. to I.G.P.L.	BEAU	IGPL
