D14608,"The last stop_time in trip D14608 is missing times."
M7932,"High speed travel detected in trip M7932: SANGLI to MIRAJ. 9259 meters in 300 seconds. (111 km/h)."
M7936,"Timetravel detected! Arrival time is before previous departure at sequence number 10 in trip M7936"
M7936,"Timetravel detected! Arrival time is before previous departure at sequence number 6 in trip M7936"
M7936,"Timetravel detected! Arrival time is before previous departure at sequence number 7 in trip M7936"
M7936,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip M7936"
M7938,"Timetravel detected! Arrival time is before previous departure at sequence number 9 in trip M7938"
M7942,"Timetravel detected! Arrival time is before previous departure at sequence number 10 in trip M7942"
M7944,"Timetravel detected! Arrival time is before previous departure at sequence number 10 in trip M7944"
M7947,"The first stop_time in trip M7947 is missing times."
M7947,"The last stop_time in trip M7947 is missing times."
M7950,"Timetravel detected! Arrival time is before previous departure at sequence number 10 in trip M7950"
M7971,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip M7971"
M7972,"High speed travel detected in trip M7972: KADEPUR to VITA. 19072 meters in 600 seconds. (114 km/h)."
M7975,"High speed travel detected in trip M7975: VITA to KADEPUR. 19072 meters in 600 seconds. (114 km/h)."
M7998,"Timetravel detected! Arrival time is before previous departure at sequence number 56 in trip M7998"
M8010,"High speed travel detected in trip M8010: NIMANI to TASGAON. 341510 meters in 2100 seconds. (585 km/h)."
M8010,"High speed travel detected in trip M8010: PALUS to NIMANI. 331503 meters in 2340 seconds. (510 km/h)."
M8028,"Timetravel detected! Arrival time is before previous departure at sequence number 9 in trip M8028"
M8034,"Timetravel detected! Arrival time is before previous departure at sequence number 101 in trip M8034"
M8034,"Timetravel detected! Arrival time is before previous departure at sequence number 92 in trip M8034"
M8063,"High speed travel detected in trip M8063: NIMANI to TASGAON. 341510 meters in 2100 seconds. (585 km/h)."
M8063,"High speed travel detected in trip M8063: PALUS to NIMANI. 331503 meters in 2340 seconds. (510 km/h)."
M8078,"High speed travel detected in trip M8078: KADEPUR to VITA. 19072 meters in 240 seconds. (286 km/h)."
M8080,"High speed travel detected in trip M8080: NIMANI to TASGAON. 341510 meters in 2100 seconds. (585 km/h)."
M8080,"High speed travel detected in trip M8080: PALUS to NIMANI. 331503 meters in 2340 seconds. (510 km/h)."
M8109,"The first stop_time in trip M8109 is missing times."
M8170,"Timetravel detected! Arrival time is before previous departure at sequence number 67 in trip M8170"
M8210,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip M8210"
M8210,"Timetravel detected! Arrival time is before previous departure at sequence number 49 in trip M8210"
M8210,"Timetravel detected! Arrival time is before previous departure at sequence number 50 in trip M8210"
M8331,"High speed travel detected in trip M8331: PANDHARPUR to SOLAPUR. 60607 meters in 1800 seconds. (121 km/h)."
M8442,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip M8442"
M8442,"Timetravel detected! Arrival time is before previous departure at sequence number 45 in trip M8442"
M8444,"High speed travel detected in trip M8444: WADA to MAHABALESHWAR. 199672 meters in 1500 seconds. (479 km/h)."
M8483,"High speed travel detected in trip M8483: MAHABALESHWAR to WADA. 199672 meters in 840 seconds. (856 km/h)."
M8502,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip M8502"
M8513,"High speed travel detected in trip M8513: UMBRAJ to SWARGATE, PUNE. 124676 meters in 3840 seconds. (117 km/h)."
M8712,"High speed travel detected in trip M8712: MOHOL to SOLAPUR. 31135 meters in 300 seconds. (374 km/h)."
M8718,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip M8718"
M8718,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip M8718"
M8718,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip M8718"
M8718,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip M8718"
M8729,"Timetravel detected! Arrival time is before previous departure at sequence number 43 in trip M8729"
M8737,"High speed travel detected in trip M8737: PUSEGAON to KOREGAON. 16968 meters in 600 seconds. (102 km/h)."
M8744,"Timetravel detected! Arrival time is before previous departure at sequence number 33 in trip M8744"
M8744,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip M8744"
M8745,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip M8745"
M8757,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip M8757"
M8757,"Timetravel detected! Arrival time is before previous departure at sequence number 21 in trip M8757"
M8757,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip M8757"
M8757,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip M8757"
M8757,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip M8757"
M8758,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip M8758"
M8758,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip M8758"
M8758,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip M8758"
M8759,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip M8759"
M8759,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip M8759"
M8770,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip M8770"
M8772,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip M8772"
M8785,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip M8785"
M8786,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip M8786"
M8786,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip M8786"
M8786,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip M8786"
M8801,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip M8801"
M8805,"High speed travel detected in trip M8805: PHALTAN to JEJURI. 43515 meters in 900 seconds. (174 km/h)."
M8811,"High speed travel detected in trip M8811: PHALTAN to JEJURI. 43515 meters in 900 seconds. (174 km/h)."
M8827,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip M8827"
M8828,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip M8828"
M8852,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip M8852"
M8855,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip M8855"
M8885,"High speed travel detected in trip M8885: SASWAD to SWARGATE, PUNE. 24501 meters in 300 seconds. (294 km/h)."
M8899,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip M8899"
M8918,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip M8918"
M8991,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip M8991"
M8991,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip M8991"
M8991,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip M8991"
M9099,"Timetravel detected! Arrival time is before previous departure at sequence number 54 in trip M9099"
M9101,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip M9101"
M9115,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip M9115"
M9211,"Timetravel detected! Arrival time is before previous departure at sequence number 11 in trip M9211"
M9239,"The last stop_time in trip M9239 is missing times."
M9262,"The first stop_time in trip M9262 is missing times."
M9262,"The last stop_time in trip M9262 is missing times."
M9334,"Timetravel detected! Arrival time is before previous departure at sequence number 2 in trip M9334"
M9369,"High speed travel detected in trip M9369: BABHALESHWAR to KOLHAR. 7324 meters in 240 seconds. (110 km/h)."
M9492,"Timetravel detected! Arrival time is before previous departure at sequence number 3 in trip M9492"
M9536,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip M9536"
M9540,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip M9540"
M9574,"The last stop_time in trip M9574 is missing times."
M9608,"Timetravel detected! Arrival time is before previous departure at sequence number 43 in trip M9608"
M9610,"High speed travel detected in trip M9610: DONDAICHA to SHAHADA. 25635 meters in 300 seconds. (308 km/h)."
M9612,"High speed travel detected in trip M9612: DONDAICHA to SHAHADA. 25635 meters in 300 seconds. (308 km/h)."
M9614,"The last stop_time in trip M9614 is missing times."
M9618,"Timetravel detected! Arrival time is before previous departure at sequence number 13 in trip M9618"
M9618,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip M9618"
M9618,"Timetravel detected! Arrival time is before previous departure at sequence number 18 in trip M9618"
M9618,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip M9618"
M9618,"Timetravel detected! Arrival time is before previous departure at sequence number 43 in trip M9618"
M9619,"Timetravel detected! Arrival time is before previous departure at sequence number 43 in trip M9619"
M9648,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip M9648"
M9648,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip M9648"
M9682,"High speed travel detected in trip M9682: NASIK CBS to SHINDKHEDA. 177299 meters in 0 seconds."
O1328,"High speed travel detected in trip O1328: LASUR to AURANGABAD. 37706 meters in 600 seconds. (226 km/h)."
O15921,"High speed travel detected in trip O15921: HINGANGHAT to AURANGABAD. 370772 meters in 9900 seconds. (135 km/h)."
O3550,"High speed travel detected in trip O3550: NASIK ROAD to NASIK OLD. 7875 meters in 60 seconds. (473 km/h)."
O4215,"High speed travel detected in trip O4215: LATUR to MURUD. 381414 meters in 6300 seconds. (218 km/h)."
O43350,"Timetravel detected! Arrival time is before previous departure at sequence number 103 in trip O43350"
O43350,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip O43350"
O43350,"Timetravel detected! Arrival time is before previous departure at sequence number 35 in trip O43350"
O43350,"Timetravel detected! Arrival time is before previous departure at sequence number 9 in trip O43350"
O43691,"Timetravel detected! Arrival time is before previous departure at sequence number 3 in trip O43691"
O43696,"Timetravel detected! Arrival time is before previous departure at sequence number 3 in trip O43696"
O43697,"Timetravel detected! Arrival time is before previous departure at sequence number 3 in trip O43697"
O43988,"Timetravel detected! Arrival time is before previous departure at sequence number 13 in trip O43988"
O44394,"High speed travel detected in trip O44394: DADAR EAST to MUMBAI CENTRAL. 5673 meters in 180 seconds. (113 km/h)."
O44394,"High speed travel detected in trip O44394: KURLA NEHRU NAGAR to DADAR EAST. 6172 meters in 180 seconds. (123 km/h)."
O447,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip O447"
O447,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip O447"
O447,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip O447"
O447,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip O447"
O447,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip O447"
O447,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip O447"
O447,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip O447"
O447,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip O447"
O47031,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip O47031"
O47032,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip O47032"
O48089,"High speed travel detected in trip O48089: PULGAON to AMRAVATI. 62243 meters in 1800 seconds. (124 km/h)."
O48143,"High speed travel detected in trip O48143: PIMPALGAON to LASALGAON. 25802 meters in 240 seconds. (387 km/h)."
O48146,"High speed travel detected in trip O48146: LASALGAON to VINCHUR. 5235 meters in 120 seconds. (157 km/h)."
O48148,"High speed travel detected in trip O48148: LASALGAON to PIMPALGAON. 25802 meters in 120 seconds. (774 km/h)."
O48475,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip O48475"
O48476,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip O48476"
O48479,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip O48479"
O48481,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip O48481"
O49196,"High speed travel detected in trip O49196: PIMPALGAON to LASALGAON. 25802 meters in 660 seconds. (141 km/h)."
O49197,"High speed travel detected in trip O49197: LASALGAON to PIMPALGAON. 25802 meters in 300 seconds. (310 km/h)."
O50266,"Timetravel detected! Arrival time is before previous departure at sequence number 61 in trip O50266"
O50339,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip O50339"
O50434,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip O50434"
O50606,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip O50606"
O50606,"Timetravel detected! Arrival time is before previous departure at sequence number 45 in trip O50606"
O50910,"Timetravel detected! Arrival time is before previous departure at sequence number 50 in trip O50910"
O50911,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip O50911"
O50911,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip O50911"
O5148,"The first stop_time in trip O5148 is missing times."
O53909,"High speed travel detected in trip O53909: AURANGABAD to NAGPUR. 424435 meters in 0 seconds."
O53911,"High speed travel detected in trip O53911: NAGPUR to AURANGABAD. 424435 meters in 0 seconds."
O54108,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip O54108"
O54189,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip O54189"
O54189,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip O54189"
O54189,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip O54189"
O54379,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip O54379"
O54379,"Timetravel detected! Arrival time is before previous departure at sequence number 52 in trip O54379"
O54440,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip O54440"
O54465,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip O54465"
O54499,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip O54499"
O54499,"Timetravel detected! Arrival time is before previous departure at sequence number 45 in trip O54499"
O54500,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip O54500"
O54864,"Timetravel detected! Arrival time is before previous departure at sequence number 40 in trip O54864"
O55679,"High speed travel detected in trip O55679: MANCHAR to RAJGURUNAGAR. 17580 meters in 600 seconds. (105 km/h)."
O55680,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip O55680"
O55680,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip O55680"
O55680,"Timetravel detected! Arrival time is before previous departure at sequence number 43 in trip O55680"
O55680,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip O55680"
O55680,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip O55680"
O55777,"Timetravel detected! Arrival time is before previous departure at sequence number 11 in trip O55777"
O5590,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip O5590"
O55955,"High speed travel detected in trip O55955: DHULE to JALGAON. 83374 meters in 0 seconds."
O55956,"The last stop_time in trip O55956 is missing times."
O56683,"High speed travel detected in trip O56683: NIMANI to PALUS. 331503 meters in 2040 seconds. (585 km/h)."
O56683,"High speed travel detected in trip O56683: TASGAON to NIMANI. 341510 meters in 240 seconds. (5123 km/h)."
O57197,"High speed travel detected in trip O57197: CHALISGAON to PACHORA. 41849 meters in 1200 seconds. (126 km/h)."
O57198,"High speed travel detected in trip O57198: PACHORA to CHALISGAON. 41849 meters in 1200 seconds. (126 km/h)."
O57544,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip O57544"
O57572,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip O57572"
O57572,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip O57572"
O57572,"Timetravel detected! Arrival time is before previous departure at sequence number 56 in trip O57572"
O57806,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip O57806"
O57806,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip O57806"
O57806,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip O57806"
O57806,"Timetravel detected! Arrival time is before previous departure at sequence number 50 in trip O57806"
O58200,"High speed travel detected in trip O58200: SOLAPUR to VIRAR PUSHPANAGAR. 380891 meters in 1500 seconds. (914 km/h)."
O58200,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip O58200"
O58251,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip O58251"
O58251,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip O58251"
O58251,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip O58251"
O58251,"Timetravel detected! Arrival time is before previous departure at sequence number 50 in trip O58251"
O58257,"Timetravel detected! Arrival time is before previous departure at sequence number 44 in trip O58257"
O58257,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip O58257"
O58257,"Timetravel detected! Arrival time is before previous departure at sequence number 48 in trip O58257"
O58257,"Timetravel detected! Arrival time is before previous departure at sequence number 50 in trip O58257"
O58574,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip O58574"
O58574,"Timetravel detected! Arrival time is before previous departure at sequence number 83 in trip O58574"
O58574,"Timetravel detected! Arrival time is before previous departure at sequence number 84 in trip O58574"
O58574,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip O58574"
O59560,"High speed travel detected in trip O59560: LONAND to NIRA. 7082 meters in 60 seconds. (425 km/h)."
O59560,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip O59560"
O61078,"Timetravel detected! Arrival time is before previous departure at sequence number 67 in trip O61078"
O61520,"High speed travel detected in trip O61520: PACHORA to MUKTAI NAGAR. 85435 meters in 0 seconds."
O61521,"High speed travel detected in trip O61521: MUKTAI NAGAR to PACHORA. 85435 meters in 0 seconds."
O61949,"High speed travel detected in trip O61949: FAIZPUR to RAVER. 20722 meters in 0 seconds."
O62607,"Timetravel detected! Arrival time is before previous departure at sequence number 72 in trip O62607"
O62683,"Timetravel detected! Arrival time is before previous departure at sequence number 16 in trip O62683"
O62683,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip O62683"
O62683,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip O62683"
O62685,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip O62685"
O62707,"High speed travel detected in trip O62707: PACHORA to SHIVAJI NAGAR PUNE. 284452 meters in 0 seconds."
O62716,"Timetravel detected! Arrival time is before previous departure at sequence number 109 in trip O62716"
O62757,"Timetravel detected! Arrival time is before previous departure at sequence number 16 in trip O62757"
O62757,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip O62757"
O62757,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip O62757"
O62770,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip O62770"
O62770,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip O62770"
O62770,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip O62770"
O62770,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip O62770"
O62770,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip O62770"
O62770,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip O62770"
O62770,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip O62770"
O62776,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip O62776"
O62776,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip O62776"
O62776,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip O62776"
O62776,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip O62776"
O62776,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip O62776"
O62776,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip O62776"
O62776,"Timetravel detected! Arrival time is before previous departure at sequence number 47 in trip O62776"
O62781,"High speed travel detected in trip O62781: DADAR EAST to KURLA NEHRU NAGAR. 6172 meters in 120 seconds. (185 km/h)."
O62781,"Timetravel detected! Arrival time is before previous departure at sequence number 59 in trip O62781"
O62793,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip O62793"
O6925,"High speed travel detected in trip O6925: KALAMB to MURUD. 324747 meters in 4500 seconds. (260 km/h)."
O6926,"High speed travel detected in trip O6926: MURUD to KALAMB. 324747 meters in 4500 seconds. (260 km/h)."
S00001,"High speed travel detected in trip S00001: LATUR to MURUD. 381414 meters in 3600 seconds. (381 km/h)."
S00002,"High speed travel detected in trip S00002: MURUD to LATUR. 381414 meters in 3600 seconds. (381 km/h)."
S00011417,"High speed travel detected in trip S00011417: WARORA to RAJURA. 62586 meters in 480 seconds. (469 km/h)."
S00140010,"Timetravel detected! Arrival time is before previous departure at sequence number 32 in trip S00140010"
S00140010,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip S00140010"
S00140012,"Timetravel detected! Arrival time is before previous departure at sequence number 50 in trip S00140012"
S00331234,"High speed travel detected in trip S00331234: NASIK ROAD to NASIK OLD. 7875 meters in 60 seconds. (473 km/h)."
S0045117,"Timetravel detected! Arrival time is before previous departure at sequence number 106 in trip S0045117"
S0045117,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip S0045117"
S0045117,"Timetravel detected! Arrival time is before previous departure at sequence number 24 in trip S0045117"
S0134212,"Timetravel detected! Arrival time is before previous departure at sequence number 7 in trip S0134212"
S0134334,"Timetravel detected! Arrival time is before previous departure at sequence number 5 in trip S0134334"
S0136030,"Timetravel detected! Arrival time is before previous departure at sequence number 3 in trip S0136030"
S0136048,"Timetravel detected! Arrival time is before previous departure at sequence number 2 in trip S0136048"
S0136084,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip S0136084"
S0140210,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip S0140210"
S0140210,"Timetravel detected! Arrival time is before previous departure at sequence number 51 in trip S0140210"
S0140214,"Timetravel detected! Arrival time is before previous departure at sequence number 10 in trip S0140214"
S0140214,"Timetravel detected! Arrival time is before previous departure at sequence number 11 in trip S0140214"
S0140214,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip S0140214"
S0141956,"Timetravel detected! Arrival time is before previous departure at sequence number 37 in trip S0141956"
S0165708,"Timetravel detected! Arrival time is before previous departure at sequence number 3 in trip S0165708"
S028531,"High speed travel detected in trip S028531: LATUR to MURUD. 381414 meters in 2640 seconds. (520 km/h)."
S028532,"High speed travel detected in trip S028532: LATUR to MURUD. 381414 meters in 2700 seconds. (509 km/h)."
S028533,"High speed travel detected in trip S028533: LATUR to MURUD. 381414 meters in 2700 seconds. (509 km/h)."
S028535,"High speed travel detected in trip S028535: MURUD to LATUR. 381414 meters in 2700 seconds. (509 km/h)."
S032122,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip S032122"
S032122,"Timetravel detected! Arrival time is before previous departure at sequence number 31 in trip S032122"
S05322,"Timetravel detected! Arrival time is before previous departure at sequence number 46 in trip S05322"
S101100,"Timetravel detected! Arrival time is before previous departure at sequence number 89 in trip S101100"
S101409,"Timetravel detected! Arrival time is before previous departure at sequence number 53 in trip S101409"
S103436,"Duplicate stop_sequence in trip_id S103436"
S103436,"Timetravel detected! Arrival time is before previous departure at sequence number 11 in trip S103436"
S103578,"High speed travel detected in trip S103578: NAGPUR to PULGAON. 107595 meters in 1800 seconds. (215 km/h)."
S105421,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip S105421"
S105444,"Timetravel detected! Arrival time is before previous departure at sequence number 3 in trip S105444"
S105697,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip S105697"
S11044,"High speed travel detected in trip S11044: AMBAD to KARJAT. 272170 meters in 900 seconds. (1089 km/h)."
S11045,"High speed travel detected in trip S11045: KARJAT to AMBAD. 272170 meters in 900 seconds. (1089 km/h)."
S11171,"High speed travel detected in trip S11171: AMBAD to KARJAT. 272170 meters in 1200 seconds. (817 km/h)."
S114639,"High speed travel detected in trip S114639: KOLHAPUR to RAILWAY STATION. 424181 meters in 13200 seconds. (116 km/h)."
S114639,"Timetravel detected! Arrival time is before previous departure at sequence number 67 in trip S114639"
S119304,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip S119304"
S119308,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip S119308"
S123157,"The last stop_time in trip S123157 is missing times."
S123162,"The last stop_time in trip S123162 is missing times."
S126615,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip S126615"
S126924,"High speed travel detected in trip S126924: NIRA to BARAMATI. 38914 meters in 1200 seconds. (117 km/h)."
S129592,"Duplicate stop_sequence in trip_id S129592"
S129592,"Timetravel detected! Arrival time is before previous departure at sequence number 23 in trip S129592"
S131716,"High speed travel detected in trip S131716: SUPA to BARAMATI. 29687 meters in 900 seconds. (119 km/h)."
S131956,"Timetravel detected! Arrival time is before previous departure at sequence number 3 in trip S131956"
S134518,"High speed travel detected in trip S134518: UMBRAJ to ISLAMPUR. 43267 meters in 1200 seconds. (130 km/h)."
S134518,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip S134518"
S134561,"High speed travel detected in trip S134561: UMBRAJ to KARAD. 15952 meters in 540 seconds. (106 km/h)."
S1376,"Timetravel detected! Arrival time is before previous departure at sequence number 42 in trip S1376"
S138261,"The first stop_time in trip S138261 is missing times."
S138262,"The first stop_time in trip S138262 is missing times."
S138277,"The first stop_time in trip S138277 is missing times."
S138280,"The first stop_time in trip S138280 is missing times."
S138970,"The first stop_time in trip S138970 is missing times."
S138971,"The first stop_time in trip S138971 is missing times."
S14014,"High speed travel detected in trip S14014: MURUD to LATUR. 381414 meters in 2700 seconds. (509 km/h)."
S140233,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip S140233"
S140233,"Timetravel detected! Arrival time is before previous departure at sequence number 5 in trip S140233"
S140251,"The first stop_time in trip S140251 is missing times."
S140261,"The first stop_time in trip S140261 is missing times."
S140262,"The first stop_time in trip S140262 is missing times."
S140293,"The first stop_time in trip S140293 is missing times."
S140293,"Timetravel detected! Arrival time is before previous departure at sequence number 43 in trip S140293"
S140294,"The first stop_time in trip S140294 is missing times."
S140299,"The first stop_time in trip S140299 is missing times."
S140300,"The first stop_time in trip S140300 is missing times."
S140301,"The first stop_time in trip S140301 is missing times."
S140303,"The first stop_time in trip S140303 is missing times."
S140304,"The first stop_time in trip S140304 is missing times."
S140306,"The first stop_time in trip S140306 is missing times."
S140307,"The first stop_time in trip S140307 is missing times."
S140320,"The first stop_time in trip S140320 is missing times."
S140321,"Timetravel detected! Arrival time is before previous departure at sequence number 41 in trip S140321"
S140321,"Timetravel detected! Arrival time is before previous departure at sequence number 45 in trip S140321"
S140340,"The first stop_time in trip S140340 is missing times."
S140353,"The first stop_time in trip S140353 is missing times."
S140354,"The first stop_time in trip S140354 is missing times."
S140361,"The first stop_time in trip S140361 is missing times."
S140362,"The first stop_time in trip S140362 is missing times."
S140381,"The first stop_time in trip S140381 is missing times."
S140382,"The first stop_time in trip S140382 is missing times."
S140385,"The first stop_time in trip S140385 is missing times."
S140386,"The first stop_time in trip S140386 is missing times."
S140386,"Timetravel detected! Arrival time is before previous departure at sequence number 38 in trip S140386"
S140387,"The first stop_time in trip S140387 is missing times."
S140388,"The first stop_time in trip S140388 is missing times."
S140392,"Timetravel detected! Arrival time is before previous departure at sequence number 43 in trip S140392"
S140393,"The first stop_time in trip S140393 is missing times."
S140394,"The first stop_time in trip S140394 is missing times."
S140495,"The first stop_time in trip S140495 is missing times."
S14060,"High speed travel detected in trip S14060: MURUD to LATUR. 381414 meters in 6300 seconds. (218 km/h)."
S140688,"The first stop_time in trip S140688 is missing times."
S140689,"The first stop_time in trip S140689 is missing times."
S140716,"The first stop_time in trip S140716 is missing times."
S140859,"Timetravel detected! Arrival time is before previous departure at sequence number 19 in trip S140859"
S141407,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip S141407"
S141408,"High speed travel detected in trip S141408: UMBRAJ to ASHTA. 60520 meters in 1800 seconds. (121 km/h)."
S141408,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip S141408"
S141408,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip S141408"
S141408,"Timetravel detected! Arrival time is before previous departure at sequence number 56 in trip S141408"
S141410,"Timetravel detected! Arrival time is before previous departure at sequence number 56 in trip S141410"
S141506,"High speed travel detected in trip S141506: BAMBAVADE to SAKHARPA. 39205 meters in 1140 seconds. (124 km/h)."
S144560,"Departure time before arrival time"
